BBL,BldgClass,LotArea,BldgArea,HistDist,Landmark,OwnerName
1020907501,R4,6274,24968,,,THE 660 RIVERSIDE CON
1020907502,R4,10835,40326,,,THE 668 RIVERSIDE CON
1020910017,D1,12866,58914,,,670 RIVER REALTY CORP
1020910022,C1,5000,17105,,,"144 ST, LLC"
1020910024,C1,5000,17105,,,"144 ST, LLC"
1020910026,C1,4650,16155,,,GEORGE BARBEE LIMITED
1020910032,D7,9568,43611,,,EMINENT ASSOCIATES LL
1020910036,K1,9992,10517,,,JOHN CATSIMATIDIS
1020910038,D1,16950,65058,,,MORRIS AVE. EQUITIESC
1020910048,D3,12000,102068,,,RIVERSIDE 676 LLC
1020920020,C2,1733,3466,,,CYNTHIA D BARNES
1020920021,C0,1688,2513,,,"JAMES COLE, JR."
1020920022,O8,1688,2779,,,619 WEST 145TH ST REA
1020920023,B3,1474,2944,,,MASON THELMA
1020920024,B3,1482,2944,,,ANDERSON  JOSEPH
1020920025,C5,1482,2328,,,609 CHRISTOPHER RLTYC
1020920026,K1,14988,8693,,,2502 8TH AVENUE CORP
1020920036,D7,9992,45870,,,600 WEST 146 LLC
1020920038,C1,4996,15020,,,602 WEST 146 STREETAS
1020920040,B1,2023,4200,,,"HORVATH, SUSANNA E"
1020920041,C0,1982,3268,,,RAMOS PEDRO J
1020920042,C5,1982,3268,,,ALBERT LUCAS
1020920043,C5,2064,4818,,,"STAGE, JOHN"
1020920046,D1,6901,39617,,,684 RSD LLC
1020920122,B3,1688,3356,,,"PANESAR, SATPALKAUR"
1020920123,A9,1482,2944,,,GARNETT RONALD L
1020920125,B1,1524,2394,,,AFRINA TALUKDAR
1020920140,C0,1982,3268,,,JAMES BRUNSON
1020927501,R4,4579,21691,,,THE 690 RIVERSIDE CON
1020930023,C0,1982,3800,,,"EINHORN, JONATHAN"
1020930024,B3,1998,4000,,,"PRYCE-HARVEY, JACQUEL"
1020930025,B3,1998,4000,,,"ISLEY , DONYALE"
1020930026,B3,1998,4000,,,"MORROW, TERRY"
1020930027,C4,2548,7388,,,"NARVAEZ, FAUSTO A."
1020930029,D6,10000,72099,,,"3569 ASSOCIATES, LLC"
1020930034,C7,2500,11500,,,"35-40 ASSOCIATES,"
1020930035,C0,1499,3120,,,RANDOLPH SCOTT PETERS
1020930036,B3,1499,3264,,,BERNARD J & WILLIE FR
1020930037,B3,1499,3468,,,SAMUEL F MERENDINO JR
1020930038,C0,1665,2880,,,"SCARBOROUGH, JR., GEO"
1020930039,B3,1665,2880,,,"MICHEL, YVES"
1020930040,C0,2398,3708,,,GRAEBER-EMMA
1020930041,B3,1274,2728,,,"STACHEL, NORBERT"
1020930042,B3,1649,2944,,,RONALD Y K CHOI
1020930043,C0,1649,2944,,,JACQUELINE HUNTER
1020930044,S2,1399,3080,,,HENDY ABEL F
1020930045,C0,2348,2970,,,HEPBURN MILDRED
1020930126,B3,1998,4000,,,PEDRO JOSE RAMOS
1020930134,A9,1499,2307,,,"HATCHER, SANSANA ASAL"
1020930135,B3,1499,3328,,,WILSON WILLIAM
1020930138,B3,1665,2880,,,"HOLLINGSWORTH, KIM"
1020930140,B3,1274,2460,,,LILAC VENTURE LLC
1020930142,B1,1649,3196,,,"VILLELLA, EDWARD"
1020930143,C2,1799,2964,,,JOSE SANTANA
1020937501,R4,7961,29440,,,THE 690 RIVERSIDE CON
1020940023,C2,1615,2226,,,THEODORE THOMPSON
1020940024,B3,1665,3328,,,PATRICIA A JAMES-BOAT
1020940025,B3,1665,3328,,,"GORA , MICHAEL"
1020940026,B3,1249,2640,,,YAD LLC
1020940029,K1,8570,9000,,,THE TRUSTEES OF COLUM
1020940032,M9,3985,4200,,,TRUSTEES OF COLUMBIA
1020940036,V1,7425,0,,,
1020940037,C0,1649,4544,,,606 W. 148TH ST. LLC
1020940038,B3,1699,4828,,,ROGER S SO
1020940039,B3,1499,3000,,,AUDREY TORRERO
1020940040,B3,1499,3000,,,"FLESHMAN, AS TRUSTEE,"
1020940041,V1,1499,0,,,GIESECKE CHRISTA
1020940125,A9,1249,3440,,,LYNN BALL
1020940126,B3,1249,2400,,,CLARA M SKIPWITH
1020940127,B3,1299,2860,,,"SCAGLIONE JR, PETER"
1020940137,C2,1649,3515,,,"FUENTES, LOUIS ERNEST"
1020940139,B3,1499,3000,,,10100 ASSET INC.
1020940140,B3,1499,3000,,,RENEE HIGGINSON
1020947501,R4,10492,66483,,,THE 706 RIVERSIDE CON
1020947502,R4,7994,32830,,,THE 700 RIVERSIDE CON
1020950020,D1,8098,37620,,,TPE 710 RSD LLC
1020950023,D1,9992,43200,,,CREST I L.P.
1020950029,D7,3200,17402,,,HOUSING PRESERVATION
1020950031,D7,3400,17402,,,3603 BROADWAY HOUSING
1020950032,D7,3400,17353,,,3603 BROADWAY HOUSING
1020950033,D7,9992,56436,,,3607 BROADWAY REALTY
1020950046,D1,14934,65050,,,715 RIVERSIDE DRIVE
1020957501,RM,9992,65865,,,
1020960017,D1,17646,85836,,,720 RIVERSIDE OWNERSC
1020960026,D7,15987,65050,,,3621 BROADWAY RESIDEN
1020960034,D7,12490,57612,,,150 BROADWAY ASSOCIAT
1020960040,D7,12990,52220,,,"610 WEST,"
1020967501,R4,11176,75753,,,THE 725 RIVERSIDE CON
1020970014,D3,10046,107530,,BEAUMONT APARTMENTS,"730 RIVERSIDE DRIVE,"
1020970020,D1,14988,63186,,,HOUSING PRESERVATION
1020970027,D6,15000,123314,,,3647 REALTY CO.
1020970034,D6,15000,111420,,,3657 REALTY CO.
1020970040,D7,14988,62604,,,"151 WEST, LLC"
1020970047,D1,15882,67248,,,AHA REALTY PARTNERS L
1020980013,D1,15893,76138,,,RIVLIN HOUSING ASSOCI
1020980019,D1,9992,41874,,,WEST 151 STREET ASSOC
1020980023,D1,7494,30978,,,RAL EQUITIES LLC
1020980029,D7,14988,72360,,,601 WEST 151ST STREET
1020980036,D7,14988,69876,,,"BROADWAY HEIGHTS, LLC"
1020980040,D1,7494,31374,,,1340 HUDSON REALTY CP
1020980043,D1,9992,41526,,,WEST 152ND ASSOCIATES
1020980047,C1,6300,22115,,,620 WEST 152 STREETAS
1020980053,D1,12495,58254,,,RIVLIN HOUSING ASSOCI
1020990008,D1,8676,40506,,,"750 REALTY CO.,"
1020990010,D9,2498,9115,,,"633 WEST 152 BCR, LLC"
1020990011,D1,9950,40194,,,631 ASSOCIATES
1020990015,D1,5005,18882,,,WEST 152ND ASSOCIATES
1020990017,G1,24941,29642,,,VERIZON NEW YORK INC
1020990022,C1,5000,17110,,,615-617 WEST 152 STRE
1020990025,C1,4955,16750,,,611 WEST 152ND STREET
1020990029,D7,14988,67854,,,3675 REALTY ASSOCIATE
1020990036,D4,14988,67254,,,3681 BROADWY HDFC
1020990040,G1,9992,27000,,,"OMEE, LLC"
1020990049,D1,17500,72030,,,MEMADET REALTY CORP
1020990063,D1,12926,66366,,,LUDOR PROPERTIES L P
1021000001,Z8,410018,12600,,,TRINITY CHURCH CORP
1021010055,Q9,515000,0,,,PARKS AND RECREATION
1021010058,K2,11873,19186,,,701  WEST 135TH STREE
1021010060,U8,0,0,,,P&P REALTY COMPANY
1021010063,V1,5444,0,,,NATIONAL RAILROAD ETA
1021010065,U8,166121,0,,,AMTRAK
1021010100,U0,0,0,,,DEPT OF ENVIRONMENTAL
1021010115,Q0,8907,0,,,DEPT OF SMALL BUSINES
1021010117,U8,0,0,,,DEPT OF ENVIRONMENTAL
1021010120,Y6,217950,50000,,,SANITATION
1021010125,V1,21221,0,,,NYC DEPT REAL ESTATE
1021010130,V9,1870,0,,,DEPT OF ENVIRONMENTAL
1021010230,Q0,919875,3600,,,PARKS AND RECREATION
1021010281,V1,82990,0,,,DEPT OF SMALL BUSINES
1021010291,V1,58800,0,,,DEPT OF SMALL BUSINES
1021050001,N2,192975,41446,,,DHS
1021050051,V1,301132,0,,,D C A S
1021050450,,0,0,,MACOMB'S DAM BRIDGE/ 155 ST VIADUCT,
1021060001,Q3,3293950,20054,,HIGH BRIDGE,PARKS AND RECREATION
1021060003,D7,746956,2531670,,,NEW YORK CITY HOUSING
1021060004,Q1,59659,0,,,PARKS AND RECREATION
1021060050,W1,96676,91650,,,NYC DEPARTMENT OF EDU
1021060320,D7,475325,810090,,,N Y C H A  F H A
1021060400,V7,450,0,,,PORT OF NY AUTH
1021070001,Q1,15346,0,,,PARKS AND RECREATION
1021070002,V1,15032,0,,,DEPT OF ENVIRONMENTAL
1021070003,K1,3900,7194,,,900 SAINT NICHOLAS LL
1021070007,B1,832,3128,,,CUMMINGS MICHAEL A
1021070008,B1,935,3008,,,WILLIAMS MELTON J
1021070009,S5,1088,3068,,,SLOBERT SAMSON N
1021070010,C0,935,2859,,,"KANU, ISATU"
1021070011,C1,1326,3308,,,920 ST NICHLOS AVENUE
1021070012,M1,3440,3414,,,MT SINAI HOLY CHURCH
1021070014,D4,15573,52542,,,930 ST NICHOLAS OWNER
1021070020,D4,15632,68160,,,UHAB H.D.F.C.
1021070026,W1,83675,111205,,,NYC DEPARTMENT OF EDU
1021070059,D3,88666,150236,,,NYC HOUSING AUTHORITY
1021070072,D1,15837,74826,,,MISSOURI ASSETS LLC
1021070110,C1,1168,3152,,,918 ST NICHOLAS AVENU
1021080003,D1,18106,88170,,,940 ST. NICHOLAS LLC
1021080007,C0,1011,2660,,,"PETERSON, JULIO"
1021080008,A9,900,3238,,,GAVARTINS 37TH STREET
1021080009,S3,920,3320,,,"CHERY, MARIE CARMEN"
1021080010,S1,1024,2298,,,JOAN WATSON-JONES
1021080016,C1,13936,52163,,,"966 EQUITIES, INC"
1021080021,C4,2997,13570,,,478 HILL HOMES HOUSIN
1021080023,I5,7295,24371,,,WEST 159 STREET ASSOC
1021080026,C7,2625,10691,,,537 REALTY ASSOCIATES
1021080027,C1,5193,17545,,,EDGECOMBE PROPERTIESL
1021080033,D7,19642,64812,,,473 WEST 158TH STREET
1021080035,C6,9584,34230,,,ROGER MORRIS APT CORP
1021080039,C6,4857,21705,,,515 EDGECOMBE OWNERS
1021080052,C4,2500,11875,,,"TOWER157, LLC"
1021080053,S3,2500,6900,,,"TOWER157, LLC"
1021080054,C4,2517,5931,,,"TOWER157, LLC"
1021080055,C4,2467,5257,,,"TOWER157, LLC"
1021080056,C7,5000,21576,,,MORNINGSIDE HEIGHTS R
1021080059,C7,4992,23020,,,MORNINGSIDE HEIGHTS S
1021080060,C1,4996,21180,,,WASHINGTON HEIGHTS HO
1021080062,A9,799,1755,,,GAVARTINS 37TH STREET
1021080063,B3,984,1656,,,GAVARTINS 37TH STREET
1021080064,B3,1070,1656,,,OVERTON THOMAS D
1021080065,C7,6420,20610,,,CRP 945 ST. NICHOLAS
1021080067,C1,2816,9965,,,ST NICHOLAS HOLDING C
1021080068,C1,4365,22188,,,HOUSING PRESERVATION
1021080071,V1,4996,0,,,"467 WEST 157 HOLDING,"
1021080073,C6,4231,20026,,,499 WEST 158TH STREET
1021080075,C7,4240,17466,,,SAMOUHA MOSHE
1021080077,C6,4240,17466,,,1987-89 AMSTERDAM AVE
1021080079,C6,4240,17466,,,1993 AMSTERDAM AVE HD
1021080081,C7,4231,20051,,,498 W. 159TH ST. LLC
1021080083,D1,11950,50028,,,"GVS PROPERTIES IV, LL"
1021080108,B1,935,3064,,,"REDDICK, GLORIAN YOUN"
1021080110,B9,1120,3456,,,KEVIN BRADFORD
1021090001,C7,3400,17583,,,2001 AMSTERDAM W. 159
1021090003,M1,6311,20411,,,CHURCH ON THE HILL
1021090005,C7,5854,24368,,,2009-2011 AMSTERDAM A
1021090007,D7,5150,25956,,,2013 AMSTERDAM LLC
1021090016,C1,3150,15996,,,2001 AMSTERDAM W. 159
1021090017,C1,2542,11790,,,160/159 REALTY LLC
1021090018,D1,13301,55740,,,ST NICHOLAS 974 LIMIT
1021090024,C1,5350,20425,,,990 PROPERTIES LIMITE
1021090025,C3,1750,2954,Jumel Terrace,,WY&L LLC
1021090026,C2,1800,2804,Jumel Terrace,,JUMEL TERRACE PROPERT
1021090027,B3,1800,2748,Jumel Terrace,,"JACKSON-HUEY, CAMILL"
1021090028,C2,1800,2804,Jumel Terrace,,STRIVERS 221 LLC
1021090029,C3,1800,2804,Jumel Terrace,,"ARCHON EQUITIES, LLC"
1021090030,B3,1800,2825,Jumel Terrace,,"MCCOURT, SHARON F"
1021090031,B3,1800,2905,Jumel Terrace,,"PETRY, WALTER J JR"
1021090034,D1,13926,168000,,555 EDGECOMBE AVENUE APARTMENTS,GOLSON REALTY CORPORA
1021090041,D1,8668,42438,,,MGJ REALTY CORPORATIO
1021090042,C1,4000,13680,,,463 WEST 159TH STREET
1021090043,C1,4000,13560,,,463 WEST 159TH STREET
1021090045,C1,4000,13560,,,463 WEST 159TH STREET
1021090046,C7,13722,66190,,,HEIGHTS REALTY ASSOC
1021090055,P8,5083,14466,,,NEW YORK PUBLIC LIBRA
1021090057,K1,2542,2482,,,"PLACID 1004, INC."
1021090058,B2,630,1650,Jumel Terrace,,"DECHABRIS, FELICIA"
1021090059,B2,673,1425,Jumel Terrace,,"DAVIS, ERNEST DANIELS"
1021090060,B2,673,1425,Jumel Terrace,,"KIND, RACHEL A."
1021090061,B2,673,1425,Jumel Terrace,,GIVONE THOMAS
1021090062,B2,673,1425,Jumel Terrace,,"NICOTRA, ELISABETTA"
1021090063,B2,673,1425,Jumel Terrace,,LEITAO JULIO T
1021090064,B2,673,1425,Jumel Terrace,,"ABRAMSON, NANCY"
1021090065,A9,673,1425,Jumel Terrace,,"PELLO, JOANNE"
1021090066,B2,673,1425,Jumel Terrace,,"MADIE, MICHEL"
1021090067,B2,690,1500,Jumel Terrace,,ADRIAN L ALLEN
1021090070,D1,6525,28512,Jumel Terrace,,JUMEL TERACE REALTY L
1021090071,B2,713,1500,Jumel Terrace,,"WALTERS-WALLACE, CHLO"
1021090072,B2,713,1500,Jumel Terrace,,SUSAN MERSON TRUSTEE
1021090073,B2,713,1500,Jumel Terrace,,"COLANGELO, NINFA"
1021090074,B2,713,1500,Jumel Terrace,,"LAVIGNE, MARGARET"
1021090075,A1,713,1500,Jumel Terrace,,"LIM, CZER ANTHONEY"
1021090076,B2,713,1500,Jumel Terrace,,RUDOLPH E HENRY
1021090077,A5,713,1500,Jumel Terrace,,"SCHEIRLE , ALEXANDER"
1021090078,A5,713,1500,Jumel Terrace,,THE  AFUA PRESTON 201
1021090079,B2,713,1500,Jumel Terrace,,ERQIAN NA
1021090080,B2,600,1650,Jumel Terrace,,LUNDY LLC
1021090081,K1,14425,15300,,,4 J REALTY CORP
1021090088,C7,14079,37020,,,VERMILYEA PARTNERS LL
1021090092,B1,1611,3328,Jumel Terrace,,"HECKER, SABRINA"
1021090093,C0,1611,3332,Jumel Terrace,,"DELER, ROSE"
1021090094,C0,1911,3972,Jumel Terrace,,"VANTERPOOL, LEO"
1021090095,B1,1911,3972,Jumel Terrace,,"CESBRON, JEAN JACQUES"
1021090096,B1,1911,3972,Jumel Terrace,,"ROIG, WENDY E"
1021090097,B3,1911,3925,Jumel Terrace,,CANBERRA RAIDERS LLC
1021090098,C0,2156,4800,Jumel Terrace,,"PRESTON, GEORGE"
1021090099,B1,1750,3536,Jumel Terrace,,"VILLANI, MICHAEL N"
1021090100,C0,1700,3536,Jumel Terrace,,"MY SANCTUARY, LLC"
1021090101,C3,1700,2628,Jumel Terrace,,"MONNIER, JOANNA"
1021090102,B1,1700,3536,Jumel Terrace,,"HARRISON, WANDA M"
1021090103,A9,1775,3728,Jumel Terrace,,"VENISE, JAMIE"
1021090106,Q1,62000,4860,Jumel Terrace,"ROGER & MARY MORRIS HSE, MT MORRIS",PARKS AND RECREATION
1021090193,B1,1611,3328,Jumel Terrace,,"BASSETT, TRUSTEE, JON"
1021100001,M9,10312,16000,,,MOUNT CALVARY PENTECO
1021100004,K2,5000,9600,,,POLANCO JESUS
1021100007,C7,4500,15175,,,"MILFORD REALTY, L.L.C"
1021100008,C1,8315,30340,,,MILFORD REALTY LLC A
1021100011,V1,8438,0,,,SAVANNA HOUSING DEVEL
1021100015,N9,11260,38890,,,"AUDUBON HALL, L.P. C/"
1021100018,C1,5625,21708,,,432-434 WEST 163RD ST
1021100020,C4,3038,10900,,,HOUSING PRESERVATION
1021100021,C4,3038,10900,,,HOUSING PRESERVATION
1021100022,C4,3038,10900,,,HOUSING PRESERVATION
1021100023,C4,3038,10900,,,HOUSING PRESERVATION
1021100024,D1,9704,46485,,,C.E.Y. REALTY ASSOCIA
1021100037,D1,13771,63720,,,"BMW PARKVIEW, L.P."
1021100041,C0,2138,3952,Jumel Terrace,,"DUNCAN , JOYCE  C"
1021100042,B1,2081,3952,Jumel Terrace,,EVANS RICHARD J
1021100043,A9,2081,3744,Jumel Terrace,,"GREY, MAURICE E"
1021100044,B1,2081,3744,Jumel Terrace,,"TURLEY, DAVID A.C."
1021100045,B1,2081,3744,Jumel Terrace,,"SAUNDERS, JANICE"
1021100046,B1,2081,3744,Jumel Terrace,,SOFIA BUSSANT
1021100047,B3,2250,4160,Jumel Terrace,,"NORTH, ROBERT"
1021100048,B1,2081,3744,Jumel Terrace,,"MCNEIL, WILLIAM GARRI"
1021100049,B1,2194,3952,Jumel Terrace,,"PREWAR DETAILS, LLC"
1021100050,B1,2194,3952,Jumel Terrace,,"WARREN, MICHAEL"
1021100051,B1,2194,4095,Jumel Terrace,,"O'KEEFE, BRIAN"
1021100052,B1,2194,3952,Jumel Terrace,,447 WEST 162ND LLC
1021100053,C0,2194,3952,Jumel Terrace,,"JEMELINA 449, CORP."
1021100054,C3,2250,3090,Jumel Terrace,,"451 WEST 162 STREET,"
1021100055,V1,394,0,,,"LEX 162, INC."
1021100056,V1,1913,0,,,"LEX 162, INC."
1021100057,V1,1913,0,,,PARKS AND RECREATION
1021100058,V1,2250,0,,,PARKS AND RECREATION
1021100060,C7,3400,13159,,,MERIDIAN REALTY INC.
1021100062,C7,3817,15200,,,L&L 2085 AMSTERDAM RE
1021100063,C6,3817,15200,,,SANKOFA HDFC
1021100065,C6,4440,15347,,,2089 91 AMSTERDAM AVE
1021100066,C6,4440,16795,,,2089 91 AMSTERDAM AVE
1021100068,C7,3830,15347,,,2093 AMSTERDAM AVE HD
1021100070,C1,4410,19500,,,452 WEST 164TH LLC
1021100071,C1,4213,14625,,,NYC HOUSING AUTHORITY
1021100073,C1,4212,14625,,,446 W 164 LLC
1021100074,C1,5617,19270,,,HOUSING PRESERVATION
1021100076,C6,5617,19270,,,440 W 164 ST HOUSING
1021100078,C1,5617,19270,,,SCATTERED SITES L.P.
1021100091,Y3,69402,52994,,,NYS ESDC
1021100102,G7,2813,0,,,DEPARTMENT OF CORRECT
1021100103,G7,2813,0,,,DEPARTMENT OF CORRECT
1021100104,G7,2813,0,,,465 W 163RD STREET LL
1021107501,R1,2751,9952,,,
1021110001,C1,7500,27610,,,MCKENNA SQUARE ASSOCI
1021110004,C1,2500,7752,,,513 WEST 159 HOUSING
1021110005,C7,2500,9300,,,NEW YORK CITY HSG AUT
1021110006,C7,2500,9300,,,NEW YORK CITY HSG AUT
1021110008,C7,3238,13638,,,NEW YORK EQUITY FUND
1021110009,C1,2345,8425,,,484 WEST 165ST HDFC
1021110010,C1,10058,36295,,,M G S ASSOCIATES INC
1021110015,C1,5077,17945,,,165TH STREET PARTNERS
1021110024,W1,36673,97194,,,NYC DEPARTMENT OF EDU
1021110036,C4,3425,13555,,,SCATTERED SITES L.P.
1021110037,V1,3275,0,,,445 W 164 LLC
1021110038,C1,5146,17800,,,CITY OF NEW YORK
1021110040,C4,2646,9795,,,CITY OF NEW YORK
1021110041,C4,2646,9795,,,CITY OF NEW YORK
1021110042,C4,2646,9795,,,CITY OF NEW YORK
1021110043,C4,2645,9795,,,GOLDMONT HOLDINGS LLC
1021110044,C7,2500,9880,,,"PULSSAR REALTY, LLC"
1021110045,S3,5000,3375,,,2121 AMSTERDAM AVENUE
1021110047,C7,5225,22038,,,HOUSING PRESERVATION
1021110050,D7,5225,25296,,,470 WEST 166TH STREET
1021110051,A9,2325,1673,,,ROSCOE MCNAIR
1021110052,B2,2200,3087,,,"PATTERSON, NADEZDA"
1021110053,G7,2500,0,,,"SAND REALTY GROUP, IN"
1021110054,G7,2600,0,,,"SAND REALTY GROUP, IN"
1021110055,G7,4142,0,,,"SAND REALTY GROUP, IN"
1021110057,G7,4370,0,,,"SAND REALTY GROUP, IN"
1021110058,I5,11206,21620,,,S&H ASSOCIATES LLC
1021110064,D1,11325,46800,,,"631 EDGECOMBE, L.P."
1021110071,G7,1232,0,,,S & H EDGECOMBE CORP
1021110072,G7,1290,0,,,S & H EDGECOMBE CORP
1021110073,G7,1695,0,,,S & H EDGECOMBE CORP
1021110074,B9,1675,2702,,,"GONZALEZ, DEMETRIO"
1021110075,B9,1825,2442,,,MRS HARPER
1021110076,G6,2025,0,,,"VARGAS, JOSE N."
1021110077,G6,2100,0,,,"LOPEZ, JOSE I"
1021110078,G6,2050,0,,,"LOPEZ, JOSE I"
1021110079,C4,2500,11394,,,469 WEST 166TH STREET
1021110080,M1,2500,2950,,,PADRE HIJO
1021110081,C7,3750,12895,,,ARIA REALTY MANAGEMEN
1021110083,C7,3750,12895,,,"VIRTUAL ASSETS, LLC"
1021110084,C7,5000,21348,,,MGS ASSOCIATES INC
1021110088,G5,9033,2017,,,"BAUER, DORIS TRUSTEE"
1021110092,D3,9900,46055,,,167 DEVELOPMENT LLC
1021110097,V1,6600,0,,,167TH STREET MAZAL LL
1021110103,C1,7780,13810,,,444-451 ORANGE BUILDI
1021110104,C1,3008,11750,,,444-451 ORANGE BUILDI
1021110105,C1,3000,10520,,,453 WEST 166TH STREET
1021110107,C1,3825,13510,,,QUISQUEYA HOUSING COM
1021110109,M1,2500,2125,,,"MARANATHA ASSOCIATES,"
1021110111,C4,7500,27870,,,465 WEST 166TH STREET
1021117501,RM,9900,41626,,,
1021120001,W1,35244,79000,,,NYC DEPARTMENT OF EDU
1021120010,Y2,54289,52207,,,POLICE DEPARTMENT
1021120012,D7,3750,13300,,,NMIC LEAD SAFE HOUSHO
1021120014,C7,3750,15570,,,HOUSING PRESERVATION
1021120015,D7,20000,84651,,,KMR AMSTERDAM LLC
1021120058,W1,116575,195000,,,NYC DEPARTMENT OF EDU
1021140001,G4,9992,2550,,,RHODA MILLER
1021140005,D7,9992,47163,,,3750 BROADWAY REALTY
1021140010,D1,12490,50946,,,570 W 156 ST OWNERS L
1021140015,C1,4996,21720,,,556 WEST 156TH STREET
1021140017,C3,1699,4172,,,NEW YORK EQUITY FUND
1021140018,C5,1699,4420,,,GREEN CLOTH APARTMENT
1021140019,C6,4996,20316,,,546 WEST 156 STREET H
1021140021,C6,2498,9355,,,544 WEST 156TH STREET
1021140022,C1,2498,9355,,,HOUSING PRESERVATION
1021140023,B3,1665,3000,,,"BICKEL, ROBERT J"
1021140024,A9,1665,3200,,,"LIFESPIRE, INC."
1021140025,A9,1665,3000,,,DERRICK OATES
1021140026,C1,4996,17780,,,CRP 520 WEST 156TH LL
1021140028,C1,4996,17780,,,CRP 520 WEST 156TH LL
1021140030,C6,4996,17780,,,512 W 156 ST  HDF COR
1021140035,D3,29865,181111,,,SAMA DUNWELL LLC
1021140050,M1,5995,6253,,,FILE CHAPEL BPTST CHU
1021140052,D1,13989,58674,,,509 REALTY CO. LLC
1021140058,M1,19984,20206,,,NO PRESBYTERIAN CHURC
1021140066,C1,4996,17670,,,535 - 539 WEST 155 BC
1021140068,C1,4996,17670,,,535 - 539 WEST 155 BC
1021140070,C5,2498,9240,,,BROADWAY HSG DVLP FDC
1021140117,C5,1599,4043,,,GREEN CLOTH APARTMENT
1021150001,D7,9992,47130,,,559 WEST 156 BCR LLC
1021150005,D7,12490,99076,,,157 BROADWAY ASSOCIAT
1021150011,D4,7494,42000,,,544 W 157 ST HDF CORP
1021150014,D1,7494,31578,,,F & G 157 LLC
1021150017,D1,9992,42506,,,WESTSIDE VENTURA LLC
1021150021,D1,7091,42546,,,"522 WEST 157TH, LLC"
1021150025,A9,1665,2032,,,CLARKE HYACINTH
1021150026,B3,1665,2032,,,MANSARAY ROSA
1021150027,M1,4996,3987,,,NEW CONVENANT BAPT CH
1021150029,S9,1665,3840,,,MIGUEL FITTIPALDI
1021150030,B1,1665,3072,,,JEAN ANN KEITH
1021150031,B1,1665,3248,,,R R LEHIN
1021150032,C4,2498,6636,,,504 WEST 157TH STREE
1021150033,M1,2498,3964,,,GREATER NY CORP
1021150034,C7,2500,11391,,,AMSTERDAM GATES HOUSI
1021150035,K2,2500,4600,,,NFT AMSTERDAM RLTY CO
1021150036,K1,2500,1500,,,SUGAR HILL RLTY CORP
1021150037,S2,2492,5560,,,BEST BROTHERS REALTY
1021150038,C7,5875,21991,,,JAVA DEL VALLE CORP.
1021150040,C6,6615,30134,,,50 WEST 156 STREET H
1021150044,C1,7494,24795,,,515-519 WEST 156TH ST
1021150047,C4,4996,19740,,,521-523 W 156 ST OWNE
1021150049,C1,4996,17210,,,PRANA SEVEN PROPERTIE
1021150051,C1,3922,13280,,,ETH NEP L.P.
1021150053,C6,3922,13280,,,WEST 156TH STREET HOU
1021150054,C4,3922,13280,,,PALACE UNITED HOUSING
1021150056,C1,3922,13280,,,539-541 W 156 ST OWNE
1021150057,C1,3922,13280,,,539-541 W 156 ST OWNE
1021150059,Q1,3922,0,,,HOUSING PRESERVATION
1021150060,C1,3946,13385,,,NEW YORK CITY HSG AUT
1021150062,D1,7669,32262,,,"555 PARTNERS, L.P."
1021150066,M4,2315,3141,,,CHUR OUR LADY ESPERAN
1021150126,C0,1665,2032,,,"516 WEST 157 STREET,"
1021160001,K2,24979,45744,,,3780 REALTY ASSOCIATE
1021160011,D1,9992,43104,,,550 EQUITIES LLC
1021160015,C1,4971,21150,,,536-540 WEST 158TH ST
1021160017,C1,4985,21450,,,536-540 WEST 158TH ST
1021160019,C6,4996,21270,,,526 WEST 158TH STREET
1021160021,C7,4996,21270,,,HOUSING PRESERVATION
1021160023,D4,9992,43368,,,520 WEST 158 STREET H
1021160027,C1,4163,14540,,,215 OVERLOOK  LLC
1021160029,C1,4163,14540,,,"158-159-161 STREET, L"
1021160031,W1,16700,78000,,,NEW YORK CITY SCHOOL
1021160033,D3,19983,133244,,,NYC HOUSING AUTHORITY
1021160045,C1,4996,17520,,,513 WEST 157TH STREET
1021160047,S3,1599,3900,,,LUACAW BROWNSTONES L.
1021160048,C5,1799,4482,,,LUACAW BROWNSTONES L.
1021160049,C5,1599,2904,,,LUACAW BROWNSTONES L.
1021160050,C1,4996,18160,,,"523 WEST 157TH.,"
1021160052,D1,9992,42660,,,527 REALTY NY LLC
1021160058,D1,12490,52896,,,547 WEST 157TH STREET
1021160061,D1,7494,32598,,,THE 551 HOUSING DEVEL
1021170001,D7,12490,56777,,,3800 BROADWAY ASSOCIA
1021170007,D7,12490,61268,,,3810 BROADWAY HDFC
1021170011,A9,2498,2745,,,"SILVER, SHERYL"
1021170012,D4,4996,23538,,,566-568 W 159 ST HDFC
1021170014,C1,3747,12465,,,SCATTERED SITES L.P.
1021170016,C1,3747,12465,,,513 WEST 159 HOUSING
1021170017,C4,2505,9685,,,CVRE 528-538 WEST 159
1021170018,C4,2498,9685,,,CVRE 528-538 WEST 159
1021170019,C4,2498,9685,,,CVRE 528-538 WEST 159
1021170020,C4,2498,9685,,,CVRE 528-538 WEST 159
1021170021,C4,2498,9685,,,CVRE 528-538 WEST 159
1021170022,C4,2498,9685,,,CVRE 528-538 WEST 159
1021170023,C1,4996,17905,,,BX 524 LLC
1021170025,C4,2498,7192,,,JUDICIAL REALTY LLC
1021170026,D1,2498,19500,,,DOROTHY MCGOWAN HOUSI
1021170028,C1,4163,14790,,,"158-159-161 STREET, L"
