Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,Address,BldgClass,LandUse,OwnerType,OwnerName,LotArea,HistDist,Landmark,BBL,Vacant,SoftSite,Adjacency
MN,"2107","12","112","239","1002","06","7","10032",922 ST NICHOLAS AVENUE,M1,"08",X,MT SINAI HOLY CHURCH,"3440",,,1021070012.00000000000,"1",,vacant onl
MN,"1131","16","107","145","1001","03","3","10019",405 WEST 59 STREET,M9,"08",X,PAULIST RELIGIOUS PROPERTY TRUST,"18057",,INDIVIDUAL LANDMARK,1011310016.00000000000,,,
MN,"1526","12","108","138","3000","02","5","10075",225 EAST 80 STREET,M1,"08",X,HUNGARIAN BAPTIST CH,"4910",,,1015260012.00000000000,,,
MN,"1184","71","107","163","2001","03","6","10023",309 WEST 74 STREET,M1,"08",X,CHRISTN COMMUNITY CHU,"1474",West End-Collegiate Historic District,,1011840071.00000000000,,,
MN,"164","44","103","29","4000","02","1","10013",105 MOSCO STREET,M1,"08",X,RC CH TRANSFIGURATION,"1026",,,1001640044.00000000000,,,
MN,"1911","136","110","224","2001","05","9","10027",111 WEST 126 STREET,M9,"08",X,CROSSROADS BAPTIST CHURCH,"1640",,,1019110136.00000000000,,,
MN,"2037","5","110","236","1003","05","9","10039",43 MACOMBS PLACE,M1,"08",X,ST MATTHEWS BAPT CHUR,"13460",,,1020370005.00000000000,,,
MN,"2048","1","110","221.02","2001","05","9","10030",59 EDGECOMBE AVENUE,M1,"08",X,ST MARKS METH EPIS CH,"6887",,,1020480001.00000000000,,,
MN,"1681","11","111","180","2002","04","8","10029",317 EAST 109 STREET,M9,"08",X,ST ANNS CHURCH,"12514",,,1016810011.00000000000,,"1",soft only
MN,"276","59","103","8","3000","02","1","10038",53 CATHERINE STREET,M1,"08",X,CHURCH OF ST JOSEPH,"7673",,,1002760059.00000000000,,,
MN,"158","9","101","29","4008","02","1","10007",20 CARDINAL HAYES PLACE,M3,"08",X,ST ANDREWS R C CHURCH,"4250",,,1001580009.00000000000,,,
MN,"2170","118","112","283","2000","06","10","10040",37 HILLSIDE AVENUE,M1,"08",X,ROCKY MOUNT BPTST CHRCH,"20375",,,1021700118.00000000000,,,
MN,"1463","5","108","116","1003","02","5","10065",410 EAST 69 STREET,M1,"08",X,THE LITERARY SOC OF ST CATHERINE,"14982",,,1014630005.00000000000,,,
MN,"1872","1","107","187","3001","03","6","10025",824 WEST END AVENUE,M1,"08",X,CONGREGATION ANSCHE CHESED,"13013",Riverside-West End Historic District Extension II,,1018720001.00000000000,,,
MN,"1896","20","109","205","3000","03","7","10025",2925 BROADWAY,M1,"08",X,BDWAY PRESBYTERIAN CHUR,"8928",Morningside Heights Historic District,,1018960020.00000000000,,,
MN,"106","20","101","15.01","3002","02","1","10038",334 PEARL STREET,M9,"08",X,CHINATOWN CHINESE CONGREGATION/JEHOVAH'S  ETC.,"6377",South Street Seaport Historic District Extension,,1001060020.00000000000,,,
MN,"279","8","103","27","1006","02","1","10038",21 OLIVER STREET,M4,"08",X,ST JAMES R C CHURCH,"1584",,,1002790008.00000000000,,,
MN,"288","63","103","2.02","1002","01","1","10002",283 EAST BROADWAY,M2,"08",X,THE HOUSE OF SAGES INC,"1560",,,1002880063.00000000000,,,
MN,"778","55","105","95","2001","02","3","10001",228 WEST 29 STREET,M1,"08",X,"SUBUD, NEW YORK","4500",,,1007780055.00000000000,,,
MN,"1158","18","107","155","6000","03","6","10023",180 AMSTERDAM AVENUE,M1,"08",X,"LINCOLN SQUARE SYNAGOGUE, INC.","12050",,,1011580018.00000000000,,,
MN,"1212","56","107","165","4000","03","6","10024",160 WEST 82 STREET,M1,"08",X,UKR AUTO ORTHODOX CHU,"8512",Upper West Side / Central Park West Historic District,,1012120056.00000000000,,,
MN,"1230","25","107","171","2001","03","6","10024",209 WEST 82 STREET,M1,"08",X,RC CHUR HOLY TRINITY,"10700",,,1012300025.00000000000,,,
MN,"1305","1","105","100","1005","02","4","10022",321 PARK AVENUE,M1,"08",X,ST BARTHOLOMEWS CHURC,"47522",,INDIVIDUAL LANDMARK,1013050001.00000000000,,,
MN,"1624","11","111","158.02","1001","02","5","10128",137 EAST 96 STREET,M1,"08",X,RC CH ST FRANCIS DE S,"8706",,,1016240011.00000000000,,,
MN,"1646","1","111","156.02","1002","02","5","10029",1711 3 AVENUE,M1,"08",X,ISLAMIC CENTER OF NEW YORK,"52425",,,1016460001.00000000000,,,
MN,"1665","45","111","188","3001","04","8","10029",216 EAST 116 STREET,M1,"08",X,PRIM IGLESIA BUATISTA,"5279",,,1016650045.00000000000,,,
MN,"1740","1","110","214","1001","05","9","10037",646 LENOX AVENUE,M2,"08",X,NYC MISSION SOCIETY,"15062",,,1017400001.00000000000,,,
MN,"1227","6","107","167","3002","03","6","10024",2221 BROADWAY,M1,"08",X,FIRST BAPTIST CHURCH,"12750",Riverside-West End Historic District Extension I,,1012270006.00000000000,,,
MN,"2175","70","112","287","3000","06","10","10040",168 DYCKMAN STREET,M9,"08",,FIRESIDE PENTECOSTAL ASSEMBLY INC,"10000",,,1021750070.00000000000,,,
MN,"441","10","103","34","4000","01","2","10009",406 EAST 14 STREET,M1,"08",X,CH OF IMMACULATE CNCE,"26765",,INDIVIDUAL LANDMARK,1004410010.00000000000,,,
MN,"2014","55","110","232","1000","05","9","10039",160 WEST 146 STREET,M1,"08",,GREATER HOOD MEM CHUR,"13630",,,1020140055.00000000000,,,
MN,"1728","26","110","208","1001","05","9","10037",19 WEST 130 STREET,M9,"08",X,"THE CHRISTIAN HERALD ASSOCIATION, INC.","3100",,,1017280026.00000000000,,,
MN,"2068","44","109","235.01","4001","06","7","10032",1889 AMSTERDAM AVENUE,M1,"08",X,CONGREGATIONAL CHURCH OF,"5000",,,1020680044.00000000000,,,
MN,"323","73","103","10.02","1003","01","2","10002",286 DELANCEY STREET,M1,"08",X,DEWITT REFORMED CHURCH,"8550",,,1003230073.00000000000,,,
MN,"1397","26","108","114.02","1000","02","4","10065",153 EAST 62 STREET,M1,"08",X,ROCK CHURCH INC,"3025",,,1013970026.00000000000,,,
MN,"907","40","106","66","3001","02","2","10016",234 EAST 27 STREET,M1,"08",X,"PRIMERA IGLESIA CRISTIANA DEL VALLE PENT ECOSTAL, I","5431",,,1009070040.00000000000,,,
MN,"283","18","103","6","1001","02","1","10002",143 HENRY STREET,M1,"08",X,ST THERESAS R CCHURCH,"19859",,,1002830018.00000000000,,,
MN,"1069","24","104","117","1014","02","3","10018",503 WEST 40 STREET,M1,"08",X,UNAVAILABLE OWNER,"24688",,,1010690024.00000000000,"1",,vacant onl
MN,"387","35","103","26.01","2000","01","2","10009",65 AVENUE C,M9,"08",X,JEHOVAH'S WITNESSESETAL,"4320",,,1003870035.00000000000,,,
MN,"1718","33","110","200","1002","03","9","10035",1480 5 AVENUE,M1,"08",X,NEW EBENEZER BAPT CH,"1890",,,1017180033.00000000000,,,
MN,"1867","20","109","201.01","1002","03","7","10025",405 WEST 114 STREET,M1,"08",X,NOVITIATE FATHERS MER,"19167",,INDIVIDUAL LANDMARK,1018670020.00000000000,,"1",soft only
MN,"2068","61","109","235.01","4000","06","7","10032",411 WEST 154 STREET,M1,"08",,BRYANT MEM CHURCH,"2148",Hamilton Heights / Sugar Hill Northwest Historic District,,1020680061.00000000000,,,
MN,"717","60","104","89","3000","02","3","10011",430 WEST 20 STREET,M9,"08",X,MOTHERS OF THE HELPLESS,"8650",Chelsea Historic District,,1007170060.00000000000,,,
MN,"1771","44","111","196","3006","04","8","10035",170 EAST 123 STREET,M9,"08",,"EMPIRE DEVELOPMENT X, LLC","5973",,,1017710044.00000000000,"1","1",both
MN,"621","62","102","73","5001","02","3","10014",53 CHARLES STREET,M1,"08",X,TR CONG DARECH AMUNO,"1588",Greenwich Village Historic District,,1006210062.00000000000,,,
MN,"2084","48","109","237","3007","06","7","10031",526 WEST 153 STREET,M1,"08",X,RUSSIAN HOLY FATHERS'CHURCH,"2498",,,1020840048.00000000000,,,
MN,"1559","5","108","136","4001","02","5","10075",409 EAST 79 STREET,M1,"08",X,ST MONICAS CH & SCHOOL,"27273",,,1015590005.00000000000,"1",,vacant onl
MN,"2226","7","112","293","3001","06","10","10034",111 VERMILYEA AVENUE,M1,"08",X,GREATER NEW YORK CORP,"7500",,,1022260007.00000000000,,,
MN,"1865","1","109","197.01","1002","03","7","10025",1021 AMSTERDAM AVENUE,M1,"08",X,THE CATHEDRAL CHURCH OF ST. JOHN THE DIV INE,"456126",,INDIVIDUAL LANDMARK,1018650001.00000000000,"1",,vacant onl
MN,"1917","41","110","226","1002","05","9","10030",114 WEST 133 STREET,M1,"08",,"114 W. 133RD STREET, LLC","1998",,,1019170041.00000000000,,,
MN,"2175","136","112","287","3001","06","10","10040",73 ARDEN STREET,M1,"08",X,RC CHUR LADY QN MARTY,"21975",,,1021750136.00000000000,,,
MN,"466","12","103","40","3000","01","2","10003",206 EAST 11 STREET,M1,"08",X,ALL SAINTS UKRAINIAN CH,"3420",,,1004660012.00000000000,,,
MN,"1529","7","108","138","1000","02","5","10028",211 EAST 83 STREET,M3,"08",X,CH OF ST ELIZ OF HUNG,"2043",,,1015290007.00000000000,,,
MN,"1806","36","111","178","1000","04","8","10035",426 EAST 119 STREET,M9,"08",,"CHOE, KI SOOK","1892",,,1018060036.00000000000,,,
MN,"749","69","104","93","1000","02","3","10001",348 WEST 26 STREET,M1,"08",X,AMER PROT DEFENSE LEA,"4938",,,1007490069.00000000000,,,
MN,"2154","59","112","269","4000","06","10","10033",557 WEST 182 STREET,M1,"08",X,PRINCE OF PC NVRSL ETAL,"1994",,,1021540059.00000000000,,,
MN,"1723","65","110","200","2000","05","9","10027",74 WEST 126 STREET,M1,"08",X,MNYS WEST 126TH LLC,"2498",,,1017230065.00000000000,,"1",soft only
MN,"277","15","103","8","2000","02","1","10002",103 MADISON STREET,M1,"08",X,CHINESE CONSERV ETAL,"2514",,,1002770015.00000000000,,,
MN,"1225","41","107","181","2000","03","6","10025",118 WEST 95 STREET,M1,"08",X,CONG OHAB ZEDEK,"5000",,,1012250041.00000000000,,,
MN,"1236","5","107","175","4001","03","6","10024",257 WEST 88 STREET,M1,"08",X,CONGREGATION BNAI JESHURUN,"8980",Riverside-West End Historic District,,1012360005.00000000000,,,
MN,"271","55","103","6","4001","02","1","10002",158 HENRY STREET,M1,"08",X,WORLD BUDDHIST CENTRE,"2608",,,1002710055.00000000000,,,
MN,"1729","38","110","208","1000","05","9","10037",2152 5 AVENUE,M1,"08",X,CENTRAL BAPT CHURCH,"5325",,,1017290038.00000000000,,"1",soft only
MN,"405","39","103","34","2000","01","2","10009",545 EAST 11 STREET,M1,"08",X,RUSSN UKR POLISH PENT,"4130",,INDIVIDUAL LANDMARK,1004050039.00000000000,,,
MN,"386","14","103","26.01","2001","01","2","10009",256 EAST 4 STREET,M1,"08",X,EMMANUEL SPNSH BAPT C,"2382",,,1003860014.00000000000,,,
MN,"1021","7","105","125","1002","02","3","10019",241 WEST 49 STREET,M1,"08",X,ST MALACHY CHURCH,"8156",,,1010210007.00000000000,,,
MN,"1631","108","111","166","5001","04","8","10029",125 EAST 103 STREET,M3,"08",X,ARCHDIOCESE/NEW YORK,"4541",,,1016310108.00000000000,,,
MN,"875","53","106","50","1004","02","2","10003",28 GRAMERCY PARK SOUTH,M1,"08",X,BROTHERHOOD SYNAGAGUE,"11554",Gramercy Park Historic District,INDIVIDUAL LANDMARK,1008750053.00000000000,,,
MN,"999","12","105","125","1007","02","4","10036",143 WEST 46 STREET,M1,"08",X,EPIS CHUR ST MARY VIR,"21966",,INDIVIDUAL LANDMARK,1009990012.00000000000,,,
MN,"344","56","103","22.01","2000","01","2","10002",213 STANTON STREET,M3,"08",X,R C CH LADY OF SORROW,"3837",,,1003440056.00000000000,,,
MN,"350","78","103","22.01","1002","01","2","10002",180 STANTON STREET,M1,"08",X,CONG BNEI JACOB ANSHEI,"1990",,,1003500078.00000000000,,"1",soft only
MN,"1633","61","111","172","3002","04","8","10029",120 EAST 106 STREET,M1,"08",X,RC CHUR ST CECELIA,"11600",,INDIVIDUAL LANDMARK,1016330061.00000000000,,,
MN,"592","63","102","71","5004","02","3","10014",138 WAVERLY PLACE,M4,"08",X,FRIARS OF ATONEMENT I,"2177",Greenwich Village Historic District,,1005920063.00000000000,,,
MN,"1137","57","107","149","1001","03","6","10023",152 WEST 66 STREET,M1,"08",X,GOOD SHPHRD-FTH PRSBCHR,"7632",,,1011370057.00000000000,,,
MN,"444","3","103","36.02","1000","01","2","10003",42 2 AVENUE,M3,"08",X,RC CHURCH OF THE NATI,"3294",,,1004440003.00000000000,,,
MN,"1503","7","108","160.01","3002","02","4","10128",7 EAST 91 STREET,M4,"08",X,SOCIETY SACRED HEARTETC,"5757",Expanded Carnegie Hill Historic District,INDIVIDUAL LANDMARK,1015030007.00000000000,,,
MN,"444","5","103","36.02","1000","01","2","10003",46 2 AVENUE,M1,"08",X,RC CHURCH OF THE NATI,"7500",,,1004440005.00000000000,,,
MN,"895","15","106","80","2002","02","4","10016",121 EAST 39 STREET,M9,"08",X,CATHOLIC FOREIGN MISSION,"3950",,,1008950015.00000000000,,,
MN,"1067","24","104","139","1000","02","3","10019",417 WEST 57 STREET,M1,"08",X,ST. PETERS EVANGELICAL LUTHERAN CHURCH,"5010",,INDIVIDUAL LANDMARK,1010670024.00000000000,,,
MN,"437","25","103","34","3002","01","2","10009",155 AVENUE A,M1,"08",X,ST NICHOLAS IND CH,"5980",,INDIVIDUAL LANDMARK,1004370025.00000000000,,,
MN,"1400","20","108","120","2000","02","4","10065",869 LEXINGTON AVENUE,M1,"08",X,CHURCH OF ST. VINCENT,"45187",,INDIVIDUAL LANDMARK,1014000020.00000000000,,,
MN,"1398","72","108","120","3002","02","4","10065",593 PARK AVENUE,M1,"08",X,THE TRUSTEES OF THE C.P.C. OF THE CITY O F NEW YORK,"7800",Upper East Side Historic District,,1013980072.00000000000,,,
MN,"1836","33","107","189","2002","03","7","10025",409 CENTRAL PARK WEST,M9,"08",X,NEW YORK JEHOVAHS ETAL,"2525",,,1018360033.00000000000,,"1",soft only
MN,"2215","578","208","309","3001","10","10","10463",144 WEST 228 STREET,M3,"08",X,NY SOC METH EPIS CHUR,"2400",,,1022150578.00000000000,,,
MN,"1326","7","106","98","2000","02","4","10022",213 EAST 52 STREET,M2,"08",X,THE SALVATION ARMY,"8866",,,1013260007.00000000000,,,
MN,"2027","41","110","230","4000","05","9","10030",218 WEST 142 STREET,M1,"08",X,ST CHARLES BOROMEO,"32470",,,1020270041.00000000000,,,
MN,"2053","63","109","231","1001","05","9","10031",732 ST NICHOLAS AVENUE,M1,"08",,"JW CONGREGATION SUPPORT, INC.","3000",Hamilton Heights / Sugar Hill Historic District,,1020530063.00000000000,,,
MN,"1970","36","109","213.03","1001","05","9","10027",1445 AMSTERDAM AVENUE,M9,"08",X,RC CHUR ANNUNCIATION,"7977",,,1019700036.00000000000,,,
MN,"1524","8","108","158.01","4000","02","4","10128",119 EAST 95 STREET,M3,"08",X,CONGREGATION ORACH CH,"1611",Expanded Carnegie Hill Historic District,,1015240008.00000000000,,,
MN,"2042","27","110","221.02","1005","05","9","10030",116 EDGECOMBE AVENUE,M1,"08",,"116 EDGECOMBE, LLC","5610",,,1020420027.00000000000,,,
MN,"1867","14","109","201.01","1002","03","7","10025",403 WEST 114 STREET,M1,"08",X,RC CB NOTRE DAME,"3229",,INDIVIDUAL LANDMARK,1018670014.00000000000,"1","1",both
MN,"1939","40","110","226","3000","05","9","10030",210 WEST 134 STREET,M1,"08",X,ST PHILIPS CHURCH,"17186",,INDIVIDUAL LANDMARK,1019390040.00000000000,,,
MN,"292","8","103","16","3002","02","1","10002",27 FORSYTH STREET,M1,"08",X,HELLENIC ORTH CON,"4475",,,1002920008.00000000000,,"1",soft only
MN,"1909","1","110","222","2001","05","9","10027",2081 ADAM C POWELL BLVD,M1,"08",X,REFUGE CH OF CHRIST,"12615",,,1019090001.00000000000,,,
MN,"390","105","103","26.02","2001","01","2","10009",119 AVENUE B,M3,"08",X,ST BRIDGETS RC CHURCH,"1404",,,1003900105.00000000000,,,
MN,"1599","44","110","190","1003","03","9","10026",18 WEST 116 STREET,M1,"08",,"CARTHAGE NEXUS CANADA, L.P.","7064",,,1015990044.00000000000,,,
MN,"273","31","103","6","1002","02","1","10002",136 HENRY STREET,M9,"08",X,"CHINESE MISSIONARY BAPTIST CHURCH OF NEW  YORK, INC","2383",,,1002730031.00000000000,,,
MN,"2121","29","112","243.01","3000","06","7","10032",510 WEST 165 STREET,M1,"08",X,RC CHUR ST ROSE OF LI,"13125",,,1021210029.00000000000,,,
MN,"1309","56","105","100","1001","02","4","10022",652 LEXINGTON AVENUE,M1,"08",X,CENTRAL SYNAGOGUE,"14064",,INDIVIDUAL LANDMARK,1013090056.00000000000,,,
MN,"1915","31","110","226","2001","05","9","10037",405 LENOX AVENUE,M1,"08",X,"CHRIST TEMPLE HOUSE OF PRAYER, INC.","2310",,,1019150031.00000000000,"1",,vacant onl
MN,"1908","9","110","222","2002","05","9","10027",147 WEST 123 STREET,M1,"08",X,GREATER METROPLTAN ETC.,"7569",,INDIVIDUAL LANDMARK,1019080009.00000000000,,"1",soft only
MN,"2063","2","109","231","2001","06","7","10031",1783 AMSTERDAM AVENUE,M1,"08",X,FIRST CALVARY BAPT ETAL,"2500",,,1020630002.00000000000,,,
MN,"1933","27","110","224","3001","05","9","10027",2180 ADAM C POWELL BLVD,M1,"08",X,SALEM UNITED METHODIST CHURCH,"11020",,,1019330027.00000000000,,,
MN,"1377","7","108","114.01","2000","02","4","10065",5 EAST 62 STREET,M1,"08",X,FIFTH AVENUE SYNAGOGU,"5021",Upper East Side Historic District,,1013770007.00000000000,,,
MN,"2060","18","109","231","3005","06","9","10031",421 WEST 145 STREET,M1,"08",X,MT ZION EVANGELICAL LUTHERAN CHURCH,"9992",Hamilton Heights / Sugar Hill Historic District,,1020600018.00000000000,,,
MN,"1966","67","109","209.01","1000","05","7","10027",140 MORNINGSIDE AVENUE,M1,"08",X,ST JOSEPHS RECTORY,"11950",,INDIVIDUAL LANDMARK,1019660067.00000000000,,,
MN,"2237","16","112","295","2001","06","10","10034",CUMMING STREET,M1,"08",X,THE BOARD OF MANAGERS OF THE DIOCESAN MI SSIONARY A,"18053",,,1022370016.00000000000,,,
MN,"1769","132","111","196","2001","04","8","10035",175 EAST 120 STREET,M1,"08",X,E HARLEM-JEHOVAHS WITNES,"2755",,,1017690132.00000000000,,,
MN,"2058","37","109","227","1002","06","7","10031",463 WEST 142 STREET,M3,"08",X,RC CH OUD LADY OF LOU,"4496",Hamilton Heights Historic District Extension,,1020580037.00000000000,,,
MN,"1920","44","110","228","2000","05","9","10030",124 WEST 136 STREET,M3,"08",X,THE WAY OF THE CROSS,"2998",,,1019200044.00000000000,"1",,vacant onl
MN,"470","13","102","41","3000","02","1","10013",359 BROOME STREET,M1,"08",X,HOLLY TRINITY UKRAINIAN,"9630",,,1004700013.00000000000,,"1",soft only
MN,"373","61","103","26.01","1002","01","2","10009",289 EAST 3 STREET,M1,"08",X,"IGLESIA MONTE HERMON, INC. (DISCIPULOS D E CRISTOS)","1988",,,1003730061.00000000000,,,
MN,"1726","44","110","208","2002","05","9","10027",13 WEST 128 STREET,M9,"08",,CHRIST TEMPLE APOSTOLIC FAITH,"13670",,INDIVIDUAL LANDMARK,1017260044.00000000000,"1",,vacant onl
MN,"2066","49","109","235.01","3000","06","7","10031",448 WEST 152 STREET,M1,"08",X,ST JOHNS BAPTIST CHURCH,"4996",Hamilton Heights / Sugar Hill Northwest Historic District,,1020660049.00000000000,,,
MN,"1720","58","110","200","2004","03","9","10027",15 MT MORRIS PARK WEST,M1,"08",X,CH EXT COMM PRES,"10092",Mount Morris Park Historic District,,1017200058.00000000000,,,
MN,"586","30","102","67","3006","02","3","10014",27 CARMINE STREET,M9,"08",X,PIOUS SOC MISSIONARIE,"2500",Greenwich Village Historic District Extension II,,1005860030.00000000000,,"1",soft only
MN,"2162","47","112","263","1000","06","10","10033",617 WEST 179 STREET,M1,"08",,INTERNATIONAL PENTECOSTAL CHURCH,"1875",,,1021620047.00000000000,,,
MN,"1771","41","111","196","3006","04","8","10035",182 EAST 123 STREET,M1,"08",,SECOND EMMANUEL BAPTIST,"2826",,,1017710041.00000000000,,"1",soft only
MN,"1018","13","105","125","2002","02","3","10036",227 WEST 46 STREET,M1,"08",X,CHURCH OF SCIENTOLOGY NY,"7531",,,1010180013.00000000000,,"1",soft only
MN,"415","27","103","18","4000","01","1","10002",135 ALLEN STREET,M1,"08",X,CHURCH GRACE ETC,"4085",,,1004150027.00000000000,,,
MN,"1966","73","109","209.01","1000","05","7","10027",152 MORNINGSIDE AVENUE,M3,"08",X,ST JOSEPHS RECTORY,"6024",,,1019660073.00000000000,"1",,vacant onl
MN,"1231","60","107","171","3002","03","6","10024",270 WEST 84 STREET,M9,"08",X,CONG OHAV SHOLOM,"2418",Riverside-West End Historic District Extension I,,1012310060.00000000000,"1",,vacant onl
MN,"1409","68","108","128","4002","02","4","10021",112 EAST 75 STREET,M1,"08",X,TEMPLE ISRAEL OF NYC,"10217",Upper East Side Historic District,,1014090068.00000000000,,,
MN,"925","50","106","64","4002","02","2","10003",334 EAST 20 STREET,M3,"08",X,SLOVAK EVANG CONG,"1840",,,1009250050.00000000000,,,
MN,"1426","120","108","126","2000","02","4","10021",257 EAST 71 STREET,M4,"08",,259 EAST 72 OWNER LLC,"1890",,,1014260120.00000000000,,,
MN,"1061","8","104","133","3000","02","3","10019",451 WEST 51 STREET,M1,"08",X,RC CH SACRED HEART JE,"8536",,,1010610008.00000000000,,,
MN,"575","48","102","63","2000","02","3","10011",12 WEST 12 STREET,M1,"08",P,FIRST PRESBYTERIAN CHURCH,"31925",Greenwich Village Historic District,,1005750048.00000000000,,,
MN,"2128","35","112","253","1001","06","10","10032",141 AUDUBON AVENUE,M1,"08",X,IGLESIA ALIANZA ETC,"4000",,,1021280035.00000000000,,,
MN,"2085","32","109","237","3000","06","7","10032",540 WEST 155 STREET,M3,"08",X,RECTOR CHURCHWARDNSETAL,"3898",,INDIVIDUAL LANDMARK,1020850032.00000000000,,,
MN,"1614","64","111","174.01","3002","04","9","10029",14 EAST 109 STREET,M3,"08",X,"RECTOR, CHURCHWRDNSETAL","5046",,,1016140064.00000000000,,,
MN,"1860","9","107","189","5000","03","7","10025",153 WEST 105 STREET,M1,"08",X,GR ORTH COMM ST GERAS,"4945",,,1018600009.00000000000,,,
MN,"1881","21","107","195","3001","03","7","10025",221 WEST 109 STREET,M1,"08",X,DEFENDERS CHRSTN FAITH,"2523",,,1018810021.00000000000,,,
MN,"2143","48","112","263","3001","06","10","10033",614 WEST 175 STREET,M1,"08",,"DAWN PROPERTIES, INC","7258",,,1021430048.00000000000,,"1",soft only
MN,"162","24","103","29","3003","02","1","10013",21 PELL STREET,M1,"08",X,LEE LOWE MEN ASSN INC,"1218",,,1001620024.00000000000,,,
MN,"1369","11","106","106.01","2000","02","5","10022",431 EAST 57 STREET,M3,"08",X,WON BUDDHISM/AMERICAINC,"2008",,,1013690011.00000000000,,,
MN,"415","3","103","18","4000","01","1","10002",158 ELDRIDGE STREET,M1,"08",X,CHINESE ALLIANCE CHURCH OF C. & M. A.,"10055",,,1004150003.00000000000,"1","1",both
MN,"440","44","103","34","4001","01","2","10009",429 EAST 12 STREET,M4,"08",X,UNAVAILABLE OWNER,"1701",,,1004400044.00000000000,,,
MN,"892","32","106","80","4001","02","4","10016",151 EAST 36 STREET,M9,"08",X,YESHIVA UNIVERSITY,"7999",,,1008920032.00000000000,,,
MN,"865","19","106","82","3000","02","4","10016",207 MADISON AVENUE,M2,"08",X,P E CHUR OF INCARNATI,"12556",,INDIVIDUAL LANDMARK,1008650019.00000000000,,,
MN,"1906","29","110","220","1000","03","9","10027",225 LENOX AVENUE,M1,"08",X,CHRISTN MISSN OF U S,"4000",Mount Morris Park Historic District,,1019060029.00000000000,,,
MN,"1970","42","109","213.03","1001","05","9","10027",80 CONVENT AVENUE,M9,"08",X,RC CHUR OF ANNUNCIATI,"20983",,,1019700042.00000000000,,,
MN,"2012","38","110","232","2000","05","9","10030",102 WEST 144 STREET,M1,"08",,NEW MT CALVARY BAPT C,"2498",,,1020120038.00000000000,,,
MN,"1911","37","110","224","2001","05","9","10027",106 WEST 127 STREET,M9,"08",X,"MUHAMMADS MOSQUE NUMBER 7, INC.","3940",,,1019110037.00000000000,"1",,vacant onl
MN,"1345","10","106","98","6000","02","4","10022",317 EAST 52 STREET,M9,"08",X,NORWEGIAN SEAMAN'S ETAL,"4016",,,1013450010.00000000000,,,
MN,"1409","5","108","128","4002","02","4","10021",115 EAST 74 STREET,M1,"08",X,PROT EPIS CHUR RESURR,"7152",Upper East Side Historic District,,1014090005.00000000000,,,
MN,"1284","6","105","94","1001","02","4","10017",5 EAST 48 STREET,M1,"08",X,SWEDISH SEAMENS CHURCH,"2600",,,1012840006.00000000000,,,
MN,"1844","52","107","193","4001","03","7","10025",209 MANHATTAN AVENUE,M1,"08",X,LATIN AMER PENT CH,"7569",,,1018440052.00000000000,,,
MN,"1933","32","110","224","3001","05","9","10027",2190 ADAM C POWELL BLVD,M3,"08",X,SALEM UNITED METHODIST CHURCH,"1470",,,1019330032.00000000000,,,
MN,"2084","34","109","237","3007","06","7","10031",1870 AMSTERDAM AVENUE,M1,"08",X,ST LUKES METH EPIS CH,"7492",,,1020840034.00000000000,,,
MN,"2176","27","112","265","4001","06","10","10033",707 WEST 179 STREET,M1,"08",X,UNAVAILABLE OWNER,"10000",,,1021760027.00000000000,,,
MN,"1244","10","107","167","2000","03","6","10024",305 WEST 79 STREET,M1,"08",X,"CONGREGATION KEHILATH JACOB, INC.","2215",Riverside-West End Historic District Extension I,,1012440010.00000000000,,,
MN,"1795","1","111","188","1000","04","8","10035",2302 2 AVENUE,M1,"08",X,INDEPENDENCE PENT CHURCH,"2160",,,1017950001.00000000000,"1",,vacant onl
MN,"1218","118","107","173","2000","03","6","10024",143 WEST 87 STREET,M4,"08",,"CHONG, FONG TAT","1359",Upper West Side / Central Park West Historic District,,1012180118.00000000000,,,
MN,"1629","33","111","166","2001","04","8","10029",1834 3 AVENUE,M1,"08",X,"WW1834, LLC","8092",,,1016290033.00000000000,,,
MN,"158","1","101","29","4008","02","1","10007",27 DUANE STREET,M1,"08",X,ST ANDREWS R C CHURCH,"18050",,,1001580001.00000000000,,,
MN,"1953","21","110","215","1002","05","9","10027",327 WEST 126 STREET,M1,"08",,"327 WEST 126, LLC","1240",,,1019530021.00000000000,"1",,vacant onl
MN,"1645","37","111","182","3001","04","8","10035",2152 3 AVENUE,M1,"08",,DRELICH GLORIA,"2911",,,1016450037.00000000000,,,
MN,"1915","18","110","226","2001","05","9","10027",127 WEST 130 STREET,M1,"08",X,BEULAH BAPTIST CHURCH,"4996",Central Harlem West -- 130-132nd Street Historic District,,1019150018.00000000000,,,
MN,"898","25","106","48","2000","02","2","10003",245 EAST 17 STREET,M1,"08",X,EAST END TEMPLE CONGREGATION EL EMET,"3168",Stuyvesant Square Historic District,,1008980025.00000000000,,,
MN,"1426","27","108","126","2000","02","4","10021",252 EAST 72 STREET,M1,"08",,259 EAST 72 OWNER LLC,"4146",,,1014260027.00000000000,,,
MN,"569","38","102","61","1002","02","2","10003",11 EAST 11 STREET,M1,"08",X,CONSERVATIVE SYNAGGETAL,"2581",Greenwich Village Historic District,,1005690038.00000000000,,,
MN,"1414","133","108","110","3002","02","4","10022",234 EAST 60 STREET,M3,"08",,PROT EPIS CHUR ST THO,"2008",,,1014140133.00000000000,,,
