bbl,10_bldgclass,10_lotarea,10_bldgarea,10_histdist,10_landmark,10_ownername,11_bldgclass,11_lotarea,11_bldgarea,11_histdist,11_landmark,11_ownername,12_bldgclass,12_lotarea,12_bldgarea,12_histdist,12_landmark,12_ownername,13_bldgclass,13_lotarea,13_bldgarea,13_histdist,13_landmark,13_ownername,14_bldgclass,14_lotarea,14_bldgarea,14_histdist,14_landmark,14_ownername,15_bldgclass,15_lotarea,15_bldgarea,15_histdist,15_landmark,15_ownername,16_bldgclass,16_lotarea,16_bldgarea,16_histdist,16_landmark,16_ownername,17_bldgclass,17_lotarea,17_bldgarea,17_histdist,17_landmark,17_ownername,18_bldgclass,18_lotarea,18_bldgarea,18_histdist,18_landmark,18_ownername,19_bldgclass,19_lotarea,19_bldgarea,19_histdist,19_landmark,19_ownername,20_bldgclass,20_lotarea,20_bldgarea,20_histdist,20_landmark,20_ownername,cd_x,address_x,xcoord_x,ycoord_x,dob_permits,dob_A1,dob_A2,dob_A3,dob_NB,dob_DM,dob_ALL,council,builtfar,residfar,commfar,facilfar,unbuiltfar,vacant,softsite,adjacency
1017260003,M1,2813,0,                                        ,                                   ,CORP/PRESIDING BISHOP,M1,2813,0,                                        ,                                   ,CORP/PRESIDING BISHOP,M1,2813,0,                                        ,                                   ,CORPORATION OF THE PR,M1,2813,0,,,CORPORATION OF THE PR,M1,2813,0,,,CORPORATION OF THE PR,M1,2813,0,                                        ,                                   ,CORPORATION OF THE PR,M1,2813,10016,,,CORPORATION OF THE PR,M1,2813,10016,,,CORPORATION OF THE PR,M1,2813,10016,,,CORPORATION OF THE PR,M1,2813,10016,,,CORPORATION OF THE PRESIDING BISHOP,M1,2813,10016,,,CORPORATION OF THE PRESIDING BISHOP,110.0,366 LENOX AVENUE,999880.0,234318.0,"[{'job_type': 'DM', 'work_type': None, 'date': '2002-10-17T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'DM', 'work_type': 'EQ', 'date': '2002-10-17T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'DM', 'work_type': 'EQ', 'date': '2002-10-17T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'DM', 'work_type': None, 'date': '2002-10-17T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '1999-07-20T00:00:00.000', 'filing_status': 'INITIAL'}]",0,0,1,0,4,5,9.0,3.56,3.44,0.0,6.5,2.94,,,
1017260010,M1,2498,3975,                                        ,                                   ,O E A DOCUMENT SCAN C,M1,2498,3975,                                        ,                                   ,O E A DOCUMENT SCAN C,M1,2498,3975,                                        ,                                   ,O E A DOCUMENT SCAN C,M1,2498,3975,,,O E A DOCUMENT SCAN C,M1,2498,3975,,,O E A DOCUMENT SCAN C,M1,2498,3975,                                        ,                                   ,O E A DOCUMENT SCAN C,M1,2498,3975,,,O E A DOCUMENT SCAN C,M1,2498,3975,,,O E A DOCUMENT SCAN C,M1,2498,3975,,,O E A DOCUMENT SCAN C,M1,2498,3975,,,CHRIST COMMUNITY CHURCH,M1,2498,3975,,,CHRIST COMMUNITY CHURCH,110.0,67 WEST 128 STREET,1000028.0,234200.0,[],0,0,0,0,0,0,9.0,1.59,3.44,0.0,6.5,4.91,1.0,,vacant onl
1017260032,M1,3747,3475,                                        ,                                   ,SHILOH CHURCH/CHRISTC,M1,3747,3475,                                        ,                                   ,SHILOH CHURCH/CHRISTC,M1,3747,3475,                                        ,                                   ,SHILOH CHURCH/CHRISTC,M1,3747,3475,,,SHILOH CHURCH/CHRISTC,M1,3747,3475,,,SHILOH CHURCH/CHRISTC,M1,3747,3475,                                        ,                                   ,SHILOH CHURCH/CHRISTC,M1,3747,3475,,,SHILOH CHURCH/CHRISTC,M1,3747,3475,,,SHILOH CHURCH/CHRISTC,M1,3747,3475,,,SHILOH CHURCH/CHRISTC,M1,3747,3475,,,"SHILOH CHURCH/CHRISTCOMPOSED/DISCIPLES,  INC.",M1,3747,3475,,,"SHILOH CHURCH/CHRISTCOMPOSED/DISCIPLES,  INC.",110.0,7 WEST 128 STREET,1000504.0,233937.0,"[{'job_type': 'A2', 'work_type': 'BL', 'date': '1997-05-13T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FB', 'date': '1997-05-13T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2016-11-10T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2016-11-16T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2016-09-29T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2016-10-04T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2016-10-04T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FP', 'date': '2005-11-03T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'EQ', 'date': '2016-10-04T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'SP', 'date': '2018-03-09T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2016-10-04T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'EQ', 'date': '2016-10-04T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2016-10-04T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'EQ', 'date': '2016-10-04T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2016-10-04T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2016-10-04T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2016-11-16T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2016-11-10T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2016-11-16T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'SP', 'date': '2018-03-09T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2016-11-16T00:00:00.000', 'filing_status': 'RENEWAL'}]",0,21,0,0,0,21,9.0,0.93,3.44,0.0,6.5,5.57,1.0,,vacant onl
1017260035,M9,1500,3000,                                        ,                                   ,"LOVETT, GENA         ",M9,1500,3000,                                        ,                                   ,"LOVETT, GENA         ",M9,1500,5000,                                        ,                                   ,204 WEST 133 STREET  ,M9,1500,5000,,,"LOVETT, GENA R",M9,1500,5000,,,"LOVETT, GENA R",M9,1500,5000,                                        ,                                   ,"LOVETT, GENA R       ",M9,1500,5000,,,"LOVETT, GENA R",M9,1500,5000,,,"LOVETT, GENA R",M9,1500,5000,,,"LOVETT, GENA R",M9,1500,5000,,,"LOVETT, GENA R",M9,1500,5000,,,"LOVETT, GENA R",110.0,2084 5 AVENUE,1000595.0,233910.0,"[{'job_type': 'A3', 'work_type': 'EQ', 'date': '2009-01-08T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2008-12-17T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': 'EQ', 'date': '2008-12-16T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'EQ', 'date': '2008-08-07T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A1', 'work_type': 'EQ', 'date': '2008-12-16T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': 'PL', 'date': '2008-12-19T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2008-12-17T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2009-01-07T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'EQ', 'date': '2008-08-07T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FB', 'date': '1992-03-06T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': 'EQ', 'date': '2008-12-16T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A1', 'work_type': 'PL', 'date': '2008-12-19T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2008-12-17T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '1992-03-06T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2008-08-07T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2008-08-07T00:00:00.000', 'filing_status': 'RENEWAL'}]",8,6,2,0,0,16,9.0,3.33,3.44,0.0,6.5,3.17,1.0,,vacant onl
1017260044,H9,14987,25026,                                        ,12 WEST 129TH STREET HOUSE         ,CHRIST TMPL APSTLC FA,M9,13670,25026,                                        ,12 WEST 129TH STREET HOUSE         ,CHRIST TMPL APSTLC FA,M9,13670,25026,                                        ,12 WEST 129TH STREET HOUSE         ,CHRIST TEMPLE APOSTOL,M9,13670,25026,,12 WEST 129TH STREET HOUSE,CHRIST TEMPLE APOSTOL,M9,13670,25026,,12 WEST 129TH STREET HOUSE,CHRIST TEMPLE APOSTOL,M9,13670,25026,                                        ,12 WEST 129TH STREET HOUSE         ,CHRIST TEMPLE APOSTOL,M9,13670,25026,,12 WEST 129TH STREET HOUSE,CHRIST TEMPLE APOSTOL,M9,13670,28536,,12 WEST 129TH STREET HOUSE,CHRIST TEMPLE APOSTOL,M9,13670,28536,,INDIVIDUAL LANDMARK,CHRIST TEMPLE APOSTOL,M9,13670,28536,,INDIVIDUAL LANDMARK,CHRIST TEMPLE APOSTOLIC FAITH,M9,13670,28536,,INDIVIDUAL LANDMARK,CHRIST TEMPLE APOSTOLIC FAITH,110.0,13 WEST 128 STREET,1000452.0,234030.0,"[{'job_type': 'A2', 'work_type': 'OT', 'date': '2013-10-07T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '1996-08-22T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'SP', 'date': '1996-08-21T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '1996-08-22T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '1996-08-22T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '1995-06-09T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FP', 'date': '1994-06-22T00:00:00.000', 'filing_status': 'INITIAL'}]",0,7,0,0,0,7,9.0,2.09,3.44,0.0,6.5,4.41,1.0,,vacant onl
1017260054,M1,2148,2574,                                        ,                                   ,BETHLEHAM PENTCOSTAL ,M1,2148,2574,                                        ,                                   ,BETHLEHAM PENTCOSTAL ,M1,2148,2574,                                        ,                                   ,BETHLEHAM PENTCOSTAL ,M1,2148,2574,,,BETHLEHAM PENTCOSTAL,M1,2148,2574,,,BETHLEHAM PENTCOSTAL,M1,2148,2574,                                        ,                                   ,BETHLEHAM PENTCOSTAL ,M1,2148,2574,,,BETHLEHAM PENTCOSTAL,M1,2148,2574,,,BETHLEHAM PENTCOSTAL,M1,2148,2574,,,BETHLEHAM PENTCOSTAL,M1,2148,2574,,,BETHLEHAM PENTCOSTAL,M1,2148,2574,,,BETHLEHAM PENTCOSTAL,110.0,32 WEST 129 STREET,1000272.0,234182.0,"[{'job_type': 'A3', 'work_type': 'OT', 'date': '2000-09-25T00:00:00.000', 'filing_status': 'INITIAL'}]",0,0,1,0,0,1,9.0,1.2,3.44,0.0,6.5,5.3,,,
1017280023,M1,1998,2694,                                        ,                                   ,THE CH OF THE PEOPLE ,M1,1998,2694,                                        ,                                   ,THE CH OF THE PEOPLE ,M1,1998,2694,                                        ,                                   ,THE CH OF THE PEOPLE ,M1,1998,2694,,,THE CH OF THE PEOPLE,M1,1998,2694,,,THE CH OF THE PEOPLE,M1,1998,2694,                                        ,                                   ,THE CH OF THE PEOPLE ,M1,1998,2694,,,THE CH OF THE PEOPLE,M1,1998,2694,,,THE CH OF THE PEOPLE,M1,1998,2694,,,THE CH OF THE PEOPLE,M1,1998,2694,,,THE CH OF THE PEOPLE,M1,1998,2694,,,THE CH OF THE PEOPLE,110.0,27 WEST 130 STREET,1000562.0,234498.0,[],0,0,0,0,0,0,9.0,1.35,3.44,0.0,6.5,5.15,,,
1017280026,M9,3100,6660,                                        ,                                   ,SAINT AMBROSE ETAL   ,M9,3100,6660,                                        ,                                   ,THE CHRISTIAN HERALD ,M9,3100,6660,                                        ,                                   ,THE CHRISTIAN HERALD ,M9,3100,6660,,,THE CHRISTIAN HERALD,M9,3100,6660,,,THE CHRISTIAN HERALD,M9,3100,6660,                                        ,                                   ,THE CHRISTIAN HERALD ,M9,3100,6660,,,THE CHRISTIAN HERALD,M9,3100,6660,,,THE CHRISTIAN HERALD,M9,3100,6660,,,THE CHRISTIAN HERALD,M9,3100,6660,,,"THE CHRISTIAN HERALD ASSOCIATION, INC.",M9,3100,6660,,,"THE CHRISTIAN HERALD ASSOCIATION, INC.",110.0,19 WEST 130 STREET,1000640.0,234477.0,"[{'job_type': 'A2', 'work_type': 'OT', 'date': '2012-02-07T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2014-04-16T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FB', 'date': '1996-08-16T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2012-02-08T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2012-02-08T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'SP', 'date': '2014-03-21T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-01-12T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2011-11-09T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '2014-07-31T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2013-08-22T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'EQ', 'date': '2012-01-12T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-01-12T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2011-11-09T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-01-12T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2012-04-03T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2012-04-03T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-01-12T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2011-11-09T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'EQ', 'date': '2012-01-12T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-02-07T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2013-08-22T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': 'PL', 'date': '2013-09-12T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '1996-08-16T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2013-09-11T00:00:00.000', 'filing_status': 'INITIAL'}]",2,15,7,0,0,24,9.0,2.15,3.44,0.0,6.5,4.35,,,
1017280027,M1,10492,10677,                                        ,                                   ,SAINT AMBROSE ET ALNT,M1,10492,10677,                                        ,                                   ,SAINT AMBROSE ET ALNT,M1,10492,10677,                                        ,                                   ,SAINT AMBROSE ET ALNT,M1,10492,10677,,,SAINT AMBROSE ET ALNT,M1,10492,10677,,,SAINT AMBROSE ET ALNT,M1,10492,10677,                                        ,                                   ,SAINT AMBROSE ET ALNT,M1,10492,10677,,,SAINT AMBROSE ET ALNT,M1,10492,10677,,,SAINT AMBROSE ET ALNT,M1,10492,10677,,,SAINT AMBROSE ET ALNT,M1,10492,10677,,,SAINT AMBROSE ET ALNT,M1,10492,10677,,,SAINT AMBROSE ET ALNT,110.0,13 WEST 130 STREET,1000686.0,234432.0,"[{'job_type': 'A2', 'work_type': 'FB', 'date': '1997-01-14T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '1997-01-14T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FB', 'date': '2003-05-08T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '2003-05-08T00:00:00.000', 'filing_status': 'INITIAL'}]",0,4,0,0,0,4,9.0,1.02,3.44,0.0,6.5,5.48,,,
1017290038,M1,5325,9775,                                        ,                                   ,CENTRAL BAPT CHURCH  ,M1,5325,9775,                                        ,                                   ,CENTRAL BAPT CHURCH  ,M1,5325,9775,                                        ,                                   ,CENTRAL BAPT CHURCH  ,M1,5325,9775,,,CENTRAL BAPT CHURCH,M1,5325,9775,,,CENTRAL BAPT CHURCH,M1,5325,9775,                                        ,                                   ,CENTRAL BAPT CHURCH  ,M1,5325,9775,,,CENTRAL BAPT CHURCH,M1,5325,9775,,,CENTRAL BAPT CHURCH,M1,5325,9775,,,CENTRAL BAPT CHURCH,M1,5325,9775,,,CENTRAL BAPT CHURCH,M1,5325,9775,,,CENTRAL BAPT CHURCH,110.0,2152 5 AVENUE,1001018.0,234676.0,"[{'job_type': 'A2', 'work_type': 'MH', 'date': '2012-10-22T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2015-07-10T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2015-07-14T00:00:00.000', 'filing_status': 'INITIAL'}]",0,1,2,0,0,3,9.0,1.84,3.44,0.0,6.5,4.66,,1.0,soft only
1017290058,M1,7077,5835,                                        ,                                   ,FIRST BETH METH EPIS ,M1,7077,5835,                                        ,                                   ,FIRST BETH METH EPIS ,M1,7077,5835,                                        ,                                   ,FIRST BETH METH EPIS ,M1,7077,5835,,,FIRST BETH METH EPIS,M1,7077,5835,,,FIRST BETH METH EPIS,M1,7077,5835,                                        ,                                   ,FIRST BETH METH EPIS ,M1,7077,5835,,,FIRST BETH METH EPIS,M1,7077,5835,,,FIRST BETH METH EPIS,M1,7077,5835,,,FIRST BETH METH EPIS,M1,7077,5835,,,FIRST BETH METH EPIS,M1,7077,5835,,,FIRST BETH METH EPIS,110.0,54 WEST 132 STREET,1000551.0,234918.0,"[{'job_type': 'A3', 'work_type': 'EQ', 'date': '2007-04-03T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2006-06-15T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2007-04-03T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2014-10-10T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2006-06-15T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '1999-07-12T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2014-10-10T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2007-04-03T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FP', 'date': '1999-07-08T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2004-10-04T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '1999-06-16T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2007-04-03T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2007-04-03T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '1999-04-20T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2014-11-03T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FS', 'date': '2004-10-04T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FP', 'date': '2003-05-14T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2007-04-03T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2007-04-03T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2007-04-03T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2006-06-15T00:00:00.000', 'filing_status': 'RENEWAL'}]",0,10,11,0,0,21,9.0,0.82,3.44,0.0,6.5,5.68,,1.0,soft only
1017350010,M1,4996,4993,                                        ,                                   ,CHUR EXTEN COMM PRESB,M1,4996,4993,                                        ,                                   ,CHUR EXTEN COMM PRESB,M1,4996,4993,                                        ,                                   ,CHUR EXTEN COMM PRESB,M1,4996,4993,,,CHUR EXTEN COMM PRESB,M1,4996,4993,,,CHUR EXTEN COMM PRESB,M1,4996,4993,                                        ,                                   ,CHUR EXTEN COMM PRESB,M1,4996,4993,,,CHUR EXTEN COMM PRESB,M1,4996,4993,,,CHUR EXTEN COMM PRESB,M1,4996,4993,,,CHUR EXTEN COMM PRESB,M1,4996,4993,,,CHUR EXTEN COMM PRESB,M1,4996,4993,,,CHUR EXTEN COMM PRESB,110.0,59 WEST 137 STREET,1001184.0,236280.0,"[{'job_type': 'A2', 'work_type': 'OT', 'date': '2014-11-17T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '1993-12-16T00:00:00.000', 'filing_status': 'INITIAL'}]",0,1,1,0,0,2,9.0,1.0,3.44,0.0,6.5,5.5,,,
1017350063,M1,4996,8002,                                        ,                                   ,UNION CONG CH OF N Y ,M1,4996,8002,                                        ,                                   ,UNION CONG CH OF N Y ,M1,4996,8002,                                        ,                                   ,UNION CONG CH OF N Y ,M1,4996,8002,,,UNION CONG CH OF N Y,M1,4996,8002,,,UNION CONG CH OF N Y,M1,4996,8002,                                        ,                                   ,UNION CONG CH OF N Y ,M1,4996,8002,,,UNION CONG CH OF N Y,M1,4996,8002,,,UNION CONG CH OF N Y,M1,4996,8002,,,UNION CONG CH OF N Y,M1,4996,8002,,,UNION CONG CH OF N Y,M1,4996,8002,,,UNION CONG CH OF N Y,110.0,60 WEST 138 STREET,1001211.0,236380.0,"[{'job_type': 'A3', 'work_type': 'EQ', 'date': '2012-05-08T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2012-05-08T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2012-05-08T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2015-12-01T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2012-05-08T00:00:00.000', 'filing_status': 'RENEWAL'}]",0,1,4,0,0,5,9.0,1.6,3.44,0.0,6.5,4.9,,1.0,soft only
1017360007,M3,1998,3680,                                        ,                                   ,RC CHUR ST MARK THE E,M3,1998,3680,                                        ,                                   ,RC CHUR ST MARK THE E,M3,1998,3680,                                        ,                                   ,RC CHUR ST MARK THE E,M3,1998,3680,,,RC CHUR ST MARK THE E,M3,1998,3680,,,RC CHUR ST MARK THE E,M3,1998,3680,                                        ,                                   ,RC CHUR ST MARK THE E,M3,1998,3680,,,RC CHUR ST MARK THE E,M3,1998,3680,,,RC CHUR ST MARK THE E,M3,1998,3680,,,RC CHUR ST MARK THE E,M3,1998,3680,,,RC CHUR ST MARK THE E,M3,1998,3680,,,RC CHUR ST MARK THE E,110.0,65 WEST 138 STREET,1001234.0,236549.0,[],0,0,0,0,0,0,9.0,1.84,3.44,0.0,6.5,4.66,,,
1017360008,M1,10492,11381,                                        ,                                   ,RC CHUR ST MARK THE E,M1,10492,11381,                                        ,                                   ,RC CHUR ST MARK THE E,M1,10492,11381,                                        ,                                   ,RC CHUR ST MARK THE E,M1,10492,11381,,,RC CHUR ST MARK THE E,M1,10492,11381,,,RC CHUR ST MARK THE E,M1,10492,11381,                                        ,                                   ,RC CHUR ST MARK THE E,M1,10492,11381,,,RC CHUR ST MARK THE E,M1,10492,11381,,,RC CHUR ST MARK THE E,M1,10492,11381,,,RC CHUR ST MARK THE E,M1,10492,11381,,,RC CHUR ST MARK THE E,M1,10492,11381,,,RC CHUR ST MARK THE E,110.0,61 WEST 138 STREET,1001288.0,236519.0,"[{'job_type': 'A2', 'work_type': 'OT', 'date': '2018-03-29T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2018-05-03T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2018-03-29T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2019-02-02T00:00:00.000', 'filing_status': 'INITIAL'}]",0,4,0,0,0,4,9.0,1.08,3.44,0.0,6.5,5.42,,,
