bbl,bldgclass,lotarea,bldgarea,histdist,landmark,ownername
1022430394,B1,2500.0,3085.0,,,"ERICKSON, BRADLEY"
1015110013,C1,2043.0,8085.0,,,"MA, KENNETH K.W."
1001990024,C7,2500.0,11400.0,,,BAK LEE TAT INTERNATIONL
1015940017,Y3,10000.0,69645.0,,,NYS DEPT CORRECTION
1015610001,D6,15973.0,210428.0,,,"HOFFMAN, ERMA"
1015290033,C3,1737.0,4388.0,,,"MCDONALD, GEORGE T"
1012020019,S5,2013.0,5524.0,Upper West Side / Central Park West Historic District,,"WHITE, EXECUTOR, ELIZABETH"
1010720059,G2,2712.0,5400.0,,,A.I.E. REAL ESTATE LLC
1005270006,C0,1907.0,2280.0,Greenwich Village Historic District Extension II,,WALDMAN STUART
1022150436,A1,3800.0,2274.0,,,BIENVENIDO PAZ
1019070047,C3,1682.0,2115.0,Mount Morris Park Historic District Extension,,NBH 128 WEST 123 LLC
1002977503,R4,5250.0,31396.0,,,7 ESSEX STREET CONDOMINIUM
1007670057,C7,4549.0,14220.0,,,RHUMB W 18 LLC
1017180015,C5,1682.0,2700.0,Mount Morris Park Historic District,,HARLEM COMMUNITY PRES
1001807509,RM,2008.0,9994.0,Tribeca West Historic District,,77 HUDSON STREET CONDOMINIUM
1011970046,M1,10303.0,28741.0,Upper West Side / Central Park West Historic District,,ST MATTHEWS & ST TIMO
1017710041,M1,2826.0,1680.0,,,SECOND EMMANUEL BAPTIST
1015210147,A9,1661.0,3600.0,,,DR WILLIAM ETRA
1005260022,C6,2450.0,11210.0,South Village Historic District,,194 BLEECKER OWNERS CORP
1007380022,C5,3131.0,10230.0,,,323 WEST 14TH STREET LLC
1021150054,C4,3922.0,13280.0,,,PALACE UNITED HOUSING DEVELOPMENT FUND C ORPORATION
1019440055,D1,5046.0,21768.0,,,348 W. 118 LLC
1005910015,K4,3354.0,5354.0,Greenwich Village Historic District,,ZOHAR BEN-DOV
1020800041,C0,1499.0,3292.0,,,BIANKA 518 LLC
1002800038,K4,2025.0,11540.0,,,QUON DUNN CP
1019530042,E1,2884.0,500.0,,,"AYMES, CLIFFORD S."
1015630043,C3,2043.0,5815.0,,,"EUNATE REAL ESTATE NY, LLC"
1012090016,A9,1762.0,3860.0,Upper West Side / Central Park West Historic District,,STEVEN D LOFCHIE
1012440056,C2,1692.0,6900.0,Riverside Drive-West 80th - 81st Street Historic District,,318 ONEG TOV NY
1017510049,C0,1292.0,3500.0,,,"MIDDLETON, EUGENE"
1015470043,D3,5108.0,19990.0,,,"320 REALTY EQUITIES,   ."
1008320049,H3,9515.0,90633.0,,INDIVIDUAL LANDMARK,WOLCOTT HOTEL CO
1003450013,D7,2500.0,9375.0,,,323 HOUSTON STREET CORP
1007910032,C6,2581.0,6175.0,,,113 W 15TH ST OWNERS CORP
1005170037,M2,10170.0,28497.0,Sullivan-Thompson Historic District,,THE FRANCISCAN ORDER
1017490107,C2,2018.0,2994.0,,,BH 9 EAST 124 LLC
1012500081,C6,2000.0,5850.0,Riverside-West End Historic District,,319 WEST 89TH STREET APARTMENT CORPORATI ON
1017290028,A9,1499.0,2250.0,,,"CHISOLM, CARL"
1020660019,C4,3429.0,15165.0,Hamilton Heights / Sugar Hill Northwest Historic District,,480 CONVENT LIMITED L
1009030013,D2,4219.0,17526.0,,,"217 EAST 22ND ST. ASSOCIATES, L.P."
1001750019,C7,2633.0,12000.0,Tribeca East Historic District,,41 WHITE LP
1018890009,C5,2018.0,6942.0,Riverside-West End Historic District Extension II,,EDWARD POLK TRYON
1011630009,W4,5095.0,6318.0,West End-Collegiate Historic District Extension,,CHILD DAY TREAT CNT S
1005430061,C7,1807.0,6398.0,South Village Historic District,,WASHINGTON SQ REALTY
1016390029,C4,3028.0,8625.0,,,"DIAZ, LUIS A JR"
1020110013,C4,2698.0,10210.0,,,NYC HOUSING AUTHORITY
1016750021,E2,2523.0,3591.0,,,"DIRECT SUPPLY CO., INC."
1012520057,D3,11073.0,148873.0,Riverside-West End Historic District,,WESTMAN REALTY CO
1017510167,C9,1998.0,3093.0,,,FRANCIS ALSTON S
1018880063,D3,7569.0,48099.0,Riverside-West End Historic District Extension II,,SHARON REALTY LLC
1005910062,O8,915.0,2224.0,Greenwich Village Historic District,,BELMA REATLY L.L.C.
1007650059,C6,2581.0,9985.0,,,228 WEST 16TH STREET HOUSING CORP.
1015540009,O2,5035.0,27710.0,,,315 REALTY ASSOCIATES
1015550006,G9,2517.0,6050.0,,,KOMIC REALTY CORP
1019660038,S4,2500.0,3750.0,,,GREAT HARMONY REALTY CORP
1015527504,RM,10070.0,175111.0,,,UNAVAILABLE OWNER
1005010008,D4,5000.0,22150.0,SoHo-Cast Iron Historic District,,431 BROAD W CORP
1016810023,S9,1944.0,5832.0,,,J A REALTY CORP
1008180021,C5,2300.0,6170.0,,,25 W. 16TH STREET LLC
1018700043,D7,6875.0,41104.0,,,200-230 W 99 REALTY LLC
1013210001,O4,23864.0,407767.0,,,MEPT 757 THIRD AVENUE LLC
1021700023,A1,2248.0,1938.0,,,"284 WADSWORTH AVENUE MAZAL LLC, A DELAWA RE LLC"
1012010010,C6,2114.0,6738.0,Upper West Side / Central Park West Historic District,,49 WEST 87TH STREET CORP
1010370004,C7,1958.0,8010.0,,,HUANGLIN REALTY CORP.
1001747501,RM,1996.0,8348.0,Tribeca East Historic District,,UNAVAILABLE OWNER
1006130001,S4,896.0,2688.0,Greenwich Village Historic District,,JANDALE REALTY INC.
1015190063,D1,4027.0,13750.0,Expanded Carnegie Hill Historic District,,TRANS-PARK CO. LLC
1010770020,D6,2510.0,12613.0,,,521 EMMUT PROPERTIES LLC
1005920011,B1,1278.0,3135.0,Greenwich Village Historic District,,RAYMOND M ALBERGOTTI
1006250012,C7,1975.0,9654.0,Greenwich Village Historic District,,615A HUDSON LLC
1010180026,K2,4350.0,15450.0,,,1551 BROADWAY OWNER
1017110043,A4,1573.0,1935.0,,,"FINE , RUSSELL"
1011420027,C5,1908.0,5836.0,Upper West Side / Central Park West Historic District,,JP EQUITIES LLC
1021170018,C4,2498.0,9685.0,,,RH 536-538 WEST 159 STREET LP
1012770006,Z4,4915.0,62387.0,,,"THE TAIPEL ECONOMIC & CULTURAL, NY"
1010610013,C4,7875.0,31218.0,,,KING ENTERPRISES LTD
1018930032,D4,11259.0,132981.0,Morningside Heights Historic District,,370 RIVERSIDE TENANTS CORP
1011270142,C6,2040.0,6667.0,Upper West Side / Central Park West Historic District,,14 WEST 75 ST CORP
1006960044,K4,1975.0,7801.0,,,"BAHRA GROUP, INC."
1009130040,B1,2469.0,5220.0,,,RICHARD A CIRILLO
1008430022,H8,28125.0,238204.0,,,NY UNIVERSITY
1007710048,C4,2967.0,13875.0,,,216 WEST 22ND STREET LLC
1020250026,A5,1915.0,3952.0,St. Nicholas Historic District,,NY OAKLAND LLC
1010390040,C4,2510.0,10500.0,,,308 W 49 LLC
1018600061,D7,4783.0,24312.0,,,"933 AMSTERDAM HOLDINGS, LLC"
1012080040,C5,1812.0,5435.0,Upper West Side / Central Park West Historic District,,"KAPNER, BRUCE D"
1012480036,D3,8071.0,53747.0,Riverside-West End Historic District Extension I,,SHS UPPER CITY NY II LLC
1020130012,C1,5304.0,18005.0,,,PRESTIGE REALTY L.D.
1015620018,D4,2554.0,10560.0,,,431 E 82 ST OWRS CP
1016170007,D1,54494.0,130000.0,,,NERVE LOS TRES HOUSING DEVELOPMENT FUND  CORPORATIO
1001410114,A4,357.0,945.0,Tribeca West Historic District,,"MANNIX HOLDINGS,"
1014310016,D3,13281.0,82065.0,,,NEW YORK APARTMENT PORTFOLIO LLC
1015340019,C6,2517.0,8350.0,,,WAMN TENANTS CORP
1015160004,C7,2000.0,8780.0,Park Avenue Historic District,,1067 PARK MANAGEMENT LLC
1019110034,S2,1422.0,3300.0,,,JACQUELINE ALLMOND CUISINE INC.
1018220055,C1,5450.0,19740.0,,,GATEWAY PROPERTIES L.P
1015190064,C4,2013.0,6750.0,Expanded Carnegie Hill Historic District,,TERRA ALTA LLC
1003090021,C7,2188.0,8370.0,,,CHOICE ASSOCIATES LLC
1004000020,C4,1859.0,5340.0,,,"528 EAST 5TH STREET, LLC"
1013890045,C5,2043.0,6627.0,Upper East Side Historic District,,38 EAST 75TH STREET LLC
1017177501,R1,1514.0,2732.0,Mount Morris Park Historic District,,UNAVAILABLE OWNER
1017960114,C0,2086.0,3600.0,,,FARES KASSEM
1009700002,V1,82497.0,0.0,,,"708 FIRST REALTY COMPANY,LLC"
1001630001,C7,1925.0,9750.0,,,CHIN FAMILY ASSOCIATE
1005290015,N2,3260.0,14925.0,NoHo Historic District,,350 LAFAYETTE FEE LP
1019050047,B1,2018.0,6141.0,Mount Morris Park Historic District Extension,,"FRANZESE, ANTONIO JR."
1016290115,C2,1243.0,2559.0,,,"TUNNEY, CLEMENT"
1004520009,C4,2843.0,11525.0,,,304-306 EAST 11TH STREET LIMITED PARTNER SHIP
1005730018,S2,1983.0,3864.0,Greenwich Village Historic District,,48 WEST 10TH STREET LLC
1021790168,C6,5000.0,11375.0,,,MAST PROPERTIES LLC
1020770038,C1,3997.0,16686.0,,,"510-512 WEST 146TH OWNER, LLC"
1008867503,R4,6441.0,63418.0,,,LEXINGTON PARC CONDOMINIUM ASS
1002330010,O6,2895.0,21500.0,SoHo-Cast Iron Historic District Extension,,KEE YIP REALTY 137 LLC
1011450105,C6,1729.0,5525.0,Upper West Side / Central Park West Historic District,,BROWNSTONE HOUSING CORP
1005190066,C0,2144.0,3560.0,Charlton-King-Vandam Historic District,,43 CHARLTON LLC
1015070069,D4,15120.0,166158.0,Expanded Carnegie Hill Historic District,,THE 1148 CORPORATION
1005740056,C7,2776.0,7178.0,Greenwich Village Historic District,,23 WEST 10TH STREET CORP
1002710046,C7,2614.0,14176.0,,,E S VENETIS PROPERTIES
1014520038,C7,4087.0,16440.0,,,334 EST 78TH STREET
1015250036,D4,12040.0,94404.0,,,222 E 80 CORP
1015520016,C1,2517.0,8090.0,,,HICKORY ASSOCIATES LLC
1005180010,C7,4967.0,20901.0,Sullivan-Thompson Historic District,,56 MACDOUGAL LLC
1017690005,D3,63576.0,157569.0,,,NYC HOUSING AUTHORITY
1004000061,C7,2388.0,8045.0,,,"193 EAST 4 ST, LLC"
1007690053,D9,4429.0,27381.0,,,226 WEST 20TH STREETHOUSING DEVELOPMENT  ETC.
1013310030,K4,2008.0,5720.0,,,240 EAST 58 LLC
1014530043,D4,17266.0,196400.0,,,308 OWNERS CORP
1012500080,C5,1532.0,5537.0,Riverside-West End Historic District,,ELITE INVESTORS LLC
1004480009,M3,2271.0,11500.0,East Village / Lower East Side Historic District,,REF PROT DUTCH CHURCH
1015670047,S5,2000.0,6000.0,,,"1678 FIRST AVENUE, LLC"
1002890001,W1,247567.0,146500.0,,,NYC ED CONSTRUCTIONFUND
1016350129,G7,1716.0,0.0,,,TEAM PROPERTIES LLC
1012500102,A4,2013.0,6235.0,Riverside-West End Historic District,,"RADKE, SCOTT J"
1017500058,C3,1494.0,2880.0,,,"FENEQUE, SAMUEL"
1010570040,C7,4383.0,17225.0,,,410 WEST 48TH STREET CORP
1013950066,S1,1858.0,4935.0,,,TOWNHOUSE 114 LLC
1002740001,K4,2500.0,12166.0,,,BAYARD STREET PROPERTIES 47 LLC
1002770004,C4,2515.0,9446.0,,,MADISON STREET HOUSING DEVELOPMENT FUND
1002790002,C7,3261.0,15729.0,,,31 OLIVER ST NYC LLC
1019580037,C4,2498.0,7370.0,,,PARDIS CAPITAL LLC
1015470031,K4,2043.0,3789.0,,,350 E 85TH ST REALTYINC
1014280007,D3,2554.0,14185.0,,,3GR/211-213
1011450147,C1,2043.0,6265.0,Upper West Side / Central Park West Historic District,,136 WEST 74TH STREET LLC
1019870041,C1,3997.0,13765.0,,,RESTORING COMMUNITIES HDFC
1012080013,C2,2014.0,6190.0,Upper West Side / Central Park West Historic District,,ELAINE J SCHWARTZ
1004060003,C4,2472.0,8942.0,,,198 AVE A MANAGEMENTCRP
1006410044,C4,3406.0,14680.0,Greenwich Village Historic District,,UNAVAILABLE OWNER
1004060029,M1,1274.0,1162.0,,,CHURCH OF BIBLE CRSDRSS
1004340044,C6,2270.0,7980.0,East Village / Lower East Side Historic District,,427 E 6TH ST HOUSING CORP
1004360008,C0,1500.0,3264.0,,,ALAN CUMMING
1004360029,C7,2335.0,10900.0,,,"141 AVENUE A ASSOCIATES,"
1004360050,C7,4125.0,15615.0,,,CID ASSOCIATES LLC
1004400018,C4,4130.0,16224.0,,,M & E 410 E 13 ST LLC
1008860012,C2,1821.0,4484.0,,,"KANAI, LLC"
1004450018,C1,3606.0,18516.0,,,MPA HOLDINGS LLC C/O
1004450020,C7,4808.0,19832.0,,,108 EAST FOURTH
1004480049,C0,1676.0,5480.0,East Village / Lower East Side Historic District,,"DEANTONIO, EMILE"
1007380066,C2,1528.0,4257.0,,,AISELI LLC
1004510021,C6,2306.0,10512.0,,,GOLES 220 EAST 10TH ST HDFC
1004510022,C4,2306.0,5978.0,,,"LANDERS, JONATHAN A."
1004520013,G1,4581.0,21700.0,,,S & S 310 LLC
1004410035,C7,5171.0,23984.0,,,VILLAGE JV 211 AVENUE A LLC
1004530001,C7,2575.0,12059.0,,,174 SECOND EQUITIESCP
1004530002,C7,2583.0,8518.0,,,174 SECOND EQUITIESCP
1008000053,C7,4100.0,16920.0,,,120-22 W 25 STREET LLC
1006290027,C5,2516.0,7425.0,,,316 WEST 14 REALTY ASSOCIATES LLC
1004590022,K2,2404.0,4829.0,East Village / Lower East Side Historic District,,NEW YORK THEATER WORKSHOP INC
1004620025,W6,9008.0,43214.0,East Village / Lower East Side Historic District,,NEW YORK UNIVERSITY
1020940038,B3,1699.0,4828.0,,,ROGER S SO
1003500056,S4,1260.0,4825.0,,,"EL CARIBE HOUSING DEVELOPMENT FUND COMPA NY, INC."
1005180031,M3,2519.0,5581.0,Sullivan-Thompson Historic District,,THE CHURCH OF ST ANTHONY OF PADUA
1005260077,C7,3110.0,20547.0,,,"134-136 WEST HOUSTON STREET, LLC"
1005260079,S9,3140.0,8352.0,,,HOUSTON GARDENS LLC
1012710014,C7,3766.0,11000.0,,,"PANCAS RESTAURANT, INC"
1005260084,S9,3160.0,7406.0,,,MACAJA LTD
1008750014,A4,933.0,2600.0,,,REJMERSEN HIBLER CORP
1015520044,C1,2518.0,8695.0,,,BIORDI FAMILY LLC
1015170037,C7,5020.0,16351.0,,,STEELY PROPERTIES LLC
1017510012,C2,1749.0,4068.0,,,MADISON 126TH HOUSE LLC
1005830011,C0,2500.0,5328.0,Greenwich Village Historic District,,DIAMOND IN THE ROUGH HOLDINGS LLC
1005670031,C6,2307.0,6670.0,Greenwich Village Historic District,,7 EAST NINTH ST APT CORP
1019420146,A9,1848.0,4326.0,,,"TUDDENHAM, EDWARD"
1005670032,C6,2307.0,7603.0,Greenwich Village Historic District,,5 EAST 9 ST OWNERS CORP
1005740060,C4,2400.0,11292.0,Greenwich Village Historic District,,HOLIAT EDWARD
1005740061,A7,2370.0,3565.0,Greenwich Village Historic District,,FIRST JANE ROSENBLUM QUALIFIED PERSONAL RESIDENCE
1005750061,B1,1957.0,4038.0,Greenwich Village Historic District,,NEW SCHOOL FOR SOCIAL RESEARCH
1021090092,B1,1611.0,3328.0,Jumel Terrace Historic District,,"HECKER, BRUCE"
1005880013,B1,2100.0,3780.0,Greenwich Village Historic District,,"ROBB, RICHARD"
1005900088,B3,763.0,2050.0,Greenwich Village Historic District Extension II,,"POLESNY, MICHAEL"
1003440065,D9,2521.0,11000.0,,,PITT STREET HOUSING DEVELOPMENT FUND COR PORATION
1008040069,O5,2271.0,7410.0,,,AJA FAMILY LLC
1020790025,C1,4996.0,21228.0,,,WEST 147 AND 150 LLC
1010550027,D1,2410.0,10119.0,,,CORAM DEO CHURCH
1012010015,C6,2000.0,6270.0,Upper West Side / Central Park West Historic District,,35 WEST 87TH OWNERS CORP.
1014060013,S1,2043.0,5600.0,Upper East Side Historic District,,"SAYER, MARSHA D"
1015620031,C1,2554.0,8345.0,,,TWIN BUILDINGS ASSOC.
1007640057,C7,4233.0,17154.0,,,15TH REALTY ASSOCIATES
1015470019,A4,2043.0,3760.0,,,"OJL, LLC"
1014170013,C3,1121.0,3420.0,Treadwell Farm Historic District,,THE REPUBLIC OF FRANCE CONSULATE GENERAL
1016550032,C7,2523.0,6404.0,,,SGT FAMILY LLC
1019470005,A9,1716.0,2610.0,,,"OSTRER, HARRY"
1002300009,D5,5873.0,33374.0,SoHo-Cast Iron Historic District,,"6 GREENE REALTY OWNER, LLC"
1010530014,C3,1883.0,2781.0,,,"BURGER, DORREEN C/O L"
1010530018,D3,6171.0,26009.0,,,KALABI REALTY CO
1010547501,R1,1910.0,3806.0,,,NAME NOT ON FILE
1010547502,RM,5021.0,24281.0,,,406-408 WEST 45TH ST HOLDINGS LLC
1012480048,C5,2013.0,5921.0,Riverside-West End Historic District,,"332 WEST 87TH STREET, LLC"
1017240061,C0,1874.0,2418.0,,,58 WEST 127 LLC
1010780056,C4,2569.0,9275.0,,,"WEST 50TH STREET REALTY CO., LLC"
1010780058,C4,1530.0,7776.0,,,BULGARIAN EASTERN ORTHODOX DIOCESE OF US A
1013780033,D4,15062.0,183919.0,Upper East Side Historic District,,580 PARK AVE
1013790035,A7,2368.0,6619.0,Upper East Side Historic District,,KINGDOM OF SWEDEN
1009210012,C7,2349.0,6053.0,,,317 E 14 ST CP
1008697501,RM,13350.0,208968.0,,,FIFTH AVE CONDO - B.H.S. MGMNT(445)
1018630058,C4,2523.0,8940.0,,,109 STREET LLC
1002830018,M1,19859.0,81953.0,,,ST THERESAS R CCHURCH
1005850034,C1,1405.0,6192.0,Greenwich Village Historic District,,BARROW FIREHOUSE LP
1019210118,B9,1549.0,2578.0,,,"LEE, JONATHAN"
1017740051,D7,5995.0,35179.0,,,2085 LEXINGTON LLC
1021380030,I1,16922.0,152765.0,,,BABIES HOSP OF N Y C
1010330045,C4,2510.0,9660.0,,,324 WEST 43RD STREET   .
1005750074,C1,2460.0,6960.0,Greenwich Village Historic District,,49 WEST 11TH STREETLLC
1004720007,A4,735.0,2100.0,SoHo-Cast Iron Historic District Extension,,"RICHARDSON, TERRY"
1006120015,B1,1979.0,4155.0,Greenwich Village Historic District,,"SMOKE RISE, LLC"
1006330044,B1,1178.0,1836.0,Greenwich Village Historic District,,BARBARA COHN SCHLACHET REVOCABLE TRUST
1014240043,C5,2812.0,8405.0,,,EAST PIERRE ASSOCIAT
1013440050,S9,2500.0,7000.0,,,980 SECOND AVENUE CORP.
1014290031,C7,5027.0,17610.0,,,B.N.O ASSOCIATES LLC
1015050012,S2,1955.0,5560.0,Carnegie Hill Historic District,,21 EAST 93RD STREET LLC
1014430034,B1,1289.0,2499.0,,,PAUL B GRIDLEY
1012400010,D7,13250.0,132975.0,,,ROXBOROUGH APARTMENTS CORP.
1008750025,D4,5716.0,28500.0,Gramercy Park Historic District,,IRVING EQUITIES INC
1012030008,A4,1813.0,4200.0,Upper West Side / Central Park West Historic District,,"TAMERLANE, LLC"
1011980145,C1,1737.0,6372.0,Upper West Side / Central Park West Historic District,,"43 WEST 85TH STREET REALTY, LLC"
1015540045,C1,2517.0,9866.0,,,ROUND HILL MGMT CO
1021200001,D7,9975.0,45036.0,,,PROGRESSIVE ASSOCIATES
1017180131,C3,915.0,1614.0,,,"LIM, JILLIAN"
1019140062,S4,1406.0,5758.0,,,TRUMAN 2195 LLC
1010760037,C6,2510.0,8750.0,,,504 W 48TH ST HOUSING DEVELOPMENT
1013820032,A4,2008.0,6340.0,Upper East Side Historic District,,ANN UNTERBERG
1017240126,C0,1749.0,2625.0,,,MULLINGS PATRICK
1017560030,D1,7494.0,27990.0,,,"ALL SAINTS HOUSING, LLC"
1015800047,C4,2554.0,8080.0,,,"CALIMERO, LTD."
1012030011,C5,2013.0,6555.0,Upper West Side / Central Park West Historic District,,"55-57 WEST 89 REALTYASSOCIATES,"
1017217501,R4,5046.0,17906.0,Mount Morris Park Historic District,,UPTOWN GAMBIT
1005870004,B2,1294.0,1398.0,Greenwich Village Historic District,,66 BEDFORD LLC
1011290039,D4,15325.0,176891.0,Upper West Side / Central Park West Historic District,,6 16 WEST 77TH ST CORP
1004160057,C7,2319.0,13800.0,,,165 ORCHARD REALTY
1020410059,S3,1665.0,3200.0,,,"GRACE CONGREGATIONALCHURCH OF HARLEM, IN C."
1013660001,D7,34543.0,436842.0,,,405 EAST 54TH STREET CORPORATION
1010340056,E9,5000.0,5925.0,,,"100 VARICK REALTY, LLC"
1014690031,C4,2554.0,12276.0,,,ABM 75 REALTY LLC
1012180129,V1,1253.0,0.0,,,110W88 TOWNHOUSE LLC
1021540007,K4,5000.0,4300.0,,,1432 ST. NICHOLAS AVENUE           C/O P LAZA ORO
1005160024,C7,1799.0,9000.0,SoHo-Cast Iron Historic District Extension,,BLDG 03 LLC
1020500171,B1,1700.0,3564.0,Hamilton Heights Historic District,,"LAX, BARRY"
1001070042,D7,5866.0,25903.0,South Street Seaport Historic District,,257 WATER STREET LLC
1019200026,P8,11624.0,10162.0,,INDIVIDUAL LANDMARK,NEW YORK PUBLIC LIBRARY
1006197501,RM,2288.0,12678.0,Greenwich Village Historic District,,CHRISTOPHER HOUSE
1005147505,RM,6510.0,36976.0,SoHo-Cast Iron Historic District,,UNAVAILABLE OWNER
1016540002,C7,2683.0,10520.0,,,1885 THIRD AVENUE LLC
1002300042,C7,5000.0,25460.0,SoHo-Cast Iron Historic District,,SQUARE-CHURCHILL MERCER LLC
1014490038,D1,17879.0,76368.0,,,JONSIR REALTY LLC
1015050009,A4,1963.0,6900.0,Carnegie Hill Historic District,,ANDREW RIFKIN
1014050058,A4,1244.0,3360.0,Upper East Side Historic District,,138 EAST 71ST STREET LLC
1008740053,C0,1428.0,4283.0,Gramercy Park Historic District,,LW CURLY COLORADO LLC
1009980023,H2,2510.0,13039.0,,,119 W 45TH MANAGEMENT LLC
1010570032,S5,2125.0,5550.0,,,B F M REALTY CORP
1014877502,RM,9738.0,292013.0,,,PROMENADE CONDOMINIUM
1005920069,W2,4075.0,14475.0,Greenwich Village Historic District,,RC CHUR ST JOSEPH
1020590032,C7,2998.0,13712.0,Hamilton Heights Historic District Extension,,1697 AMSTERDAM ASSOCIATES LLC
1008920005,D4,2469.0,7955.0,Murray Hill Historic District,,107 E 36 ST TENANTS CORP
1020580055,W2,9992.0,33052.0,Hamilton Heights Historic District Extension,,RC CH OUR LADY OF LOU
1020410067,B1,1799.0,4016.0,,,KITZINGER ADRIAN N
1013890029,A4,1992.0,6822.0,Upper East Side Historic District,,"PAN ZHANG, XIN MARITA"
1020800023,M3,4996.0,6958.0,,,MANHATTAN BIBLE INST
1008020022,O9,8641.0,92970.0,,,J A R REALTY COMPANY
1002800047,O6,2202.0,13902.0,,,KEE YIP REALTY LLC
1009100012,D4,2419.0,9280.0,,,UNAVAILABLE OWNER
1009100013,C7,2469.0,9470.0,,,29TH STREET ASSOCIATES
1017210128,C5,1640.0,2484.0,Mount Morris Park Historic District,,RAINBOW DRAGON LLC
1018430022,D1,7569.0,31818.0,,,PARK CIRCLE J LLC
1001800126,S2,2134.0,6600.0,Tribeca West Historic District,,FIERBERG ANDREW
1011460026,C5,2043.0,6663.0,Upper West Side / Central Park West Historic District,,UNAVAILABLE OWNER
1019407501,R1,6562.0,7395.0,,,UNAVAILABLE OWNER
1011830025,A4,1737.0,5491.0,West 71st Street Historic District,,313 WEST 71 REALTY LLC
1017230122,K4,1998.0,8834.0,,,29 W 125 ST REALTY CORP
1004500025,C1,2348.0,9919.0,,,QUAD REALTY LLC
1004610035,C7,4850.0,26460.0,East Village / Lower East Side Historic District,,"UNITED EAST, LLC"
1018360026,C7,2225.0,10150.0,,,13-15 WEST 100 STREET CORP.
1004380044,C7,2369.0,8100.0,,,267 EAST 10TH REALTY LLC
1006180064,S5,1562.0,4215.0,Greenwich Village Historic District,,"MUNK, ERIKA"
1020670025,A9,1518.0,3708.0,Hamilton Heights / Sugar Hill Northwest Historic District,,BUTTS CALVIN
1004370021,C7,4613.0,19464.0,,,280-10 GROUP
1015550002,D6,2500.0,12081.0,,,1766-68 SECOND AVENUE HOUSING DEVELOPMEN T FUND
1021080009,S3,920.0,4120.0,,,"SUGAR HEIGHTS HOLDING, LLC"
1017880043,C4,2674.0,10610.0,,,BRIDGE HOMES INC
1005880002,B9,960.0,900.0,Greenwich Village Historic District,,"PAMELA COURT, LLC"
1018840039,D1,5458.0,22914.0,,,COLUMBIA UNIVERSITY
1004350006,D7,2433.0,8960.0,,,126 FIRST AVENUE LLC
1016750011,D1,30274.0,49202.0,,,ST LUCYS HOUSING DEVELOPMENT FUND CORPOR ATION
1018720019,C7,2415.0,11150.0,,,2640 RLTY CORP
1016230143,C0,1926.0,3864.0,,,TARA D. TOLLIVER
1011440042,C4,1703.0,4172.0,Upper West Side / Central Park West Historic District,,124 WEST 73RD STREET LLC
1014050014,C7,4033.0,15260.0,Upper East Side Historic District,,PRIVET ASSOC
1003757501,RM,6764.0,27778.0,,,UNAVAILABLE OWNER
1004040018,C7,5687.0,23594.0,,,528 E 11TH ST HSNG ETAL
1011850090,C1,2043.0,6313.0,West End-Collegiate Historic District,,330 WEST 77TH ST
1021090066,B2,673.0,1425.0,Jumel Terrace Historic District,,"MADIE, MICHEL"
1018890068,C3,1917.0,4097.0,Riverside-West End Historic District Extension II,,FULLER BARBARA J
1009350050,A4,2082.0,3780.0,,,"LEVINE, MARK W"
1013780063,A4,2008.0,6324.0,Upper East Side Historic District,,"COHEN, MARTIN"
1021070003,K4,3900.0,7194.0,,,900 SAINT NICHOLAS LLC
1008820017,B1,1407.0,3080.0,,,R. ROBBINS AND M. ROBBINS QPRT
1010620033,C7,2500.0,8375.0,,,789 NINTH & 414 EAST 74TH ASSOCIATES
1010620034,C7,2500.0,8592.0,,,791 NINTH AVENUE LIMITED LIABILITY COMPA NY
1001330014,K4,2187.0,4425.0,,,59 MURRAY LLC
1005090001,M1,56202.0,34088.0,,INDIVIDUAL LANDMARK,ST PARICKS RC CHURCH
1012010013,C5,2013.0,6420.0,Upper West Side / Central Park West Historic District,,DARING GREATLY LLC
1008800080,O9,4115.0,49020.0,,,118-25 OWNERS CORP
1012030047,C5,2013.0,4634.0,Upper West Side / Central Park West Historic District,,ELLIANA 90 LLC
1009000054,B1,1515.0,3545.0,,,"SAHAI, ANIL"
1013950065,A4,1807.0,4620.0,,,"GRUSS, SHOSHANNA"
1009160041,D6,9875.0,95057.0,,,GROSSMAN FAMILY TRUST
1004190071,C4,1263.0,6315.0,,,YWC ROYAL INC.
1014150019,O5,2008.0,5120.0,,,"DE LA PUENTE PROPERTIES, LLC"
1005190028,C4,2598.0,11826.0,Charlton-King-Vandam Historic District,,KING ENTERPRISES LTD
1015830138,A9,1116.0,3168.0,,,ANN MAURINE PACKARD
1014000042,A4,1858.0,3969.0,,,MVH DASHWOOD LLC
1011260009,C5,2146.0,5892.0,Central Park West-West 73rd - 74th Street Historic District,,"47 WEST 73RD STREET,"
1020620008,C0,1873.0,3040.0,,,461 W 147 LLC
1011280005,C5,2146.0,6924.0,Upper West Side / Central Park West Historic District,,"D.D.L.R., LLC"
1002830050,O5,2264.0,13000.0,,,120 E BWY INC
1011680002,C1,1784.0,6341.0,West End-Collegiate Historic District,,342 WEST END AVENUE LLC
1017200038,A9,2000.0,4932.0,Mount Morris Park Historic District,,226 LENOX LLC
1020620033,C7,1875.0,5225.0,Hamilton Heights / Sugar Hill Historic District,,NICHOLAS AVE CORPORATION
1020600047,C4,2498.0,11165.0,Hamilton Heights / Sugar Hill Historic District,,369 CONVENT AVENUE LLC
1017360026,K2,2498.0,4696.0,,,"31 W 138 ST, LLC"
